taxon_id	protein_id	polyprotein_outline	has_peptide	nb_peptides	nb_unannotated_part	nb_cleavage_sites	is_sub_protein	non_polyprotein_explanation	potential_signal_P_first_pep_len	potential_signal_P_first_pep_type	len_protein	strand	taxonomy	First_node
1926969	YP_009329821.1	False	False	0	0	0	False		None	None	7542	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unclassified Picornavirales']	ssRNA viruses
1603964	YP_009118270.1	False	False	0	0	0	False		None	None	6621	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae']	ssRNA viruses
1330520	YP_007985635.1	True	True	11	0	10	False		None	None	6504	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']	ssRNA viruses
263531	YP_009020973.1	True	True	11	0	10	False		None	None	6501	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']	ssRNA viruses
1481465	YP_009165993.1	True	True	1	2	2	False		None	None	6453	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']	ssRNA viruses
1481465	YP_009165995.1	True	True	4	0	3	False		None	None	3573	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']	ssRNA viruses
1481465	YP_009165994.1	False	False	0	0	0	False		None	None	570	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']	ssRNA viruses
324900	NP_944776.1	False	False	0	0	0	False		None	None	7746	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Marnaviridae', 'Marnavirus']	ssRNA viruses
70796	NP_653151.1	True	True	11	0	10	False		None	None	6405	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Tremovirus']	ssRNA viruses
2029771	YP_009423854.1	False	False	0	0	0	False		None	None	4791	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unclassified Picornavirales']	ssRNA viruses
2029771	YP_009423855.1	False	False	0	0	0	False		None	None	2454	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unclassified Picornavirales']	ssRNA viruses
2003651	YP_002956072.1	True	True	11	0	10	False		None	None	6342	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']	ssRNA viruses
1983569	YP_009388499.1	False	False	0	0	0	False		None	None	5637	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1983569	YP_009388500.1	False	False	0	0	0	False		None	None	2472	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
511755	YP_009173863.1	True	True	5	1	5	True		None	None	3189	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
511755	YP_001949875.1	True	True	12	0	11	False		None	None	6882	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
434309	YP_009173864.1	True	True	5	1	5	True		None	None	3198	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
434309	YP_001210296.2	True	True	12	0	11	False		None	None	6891	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
204711	NP_040350.1	True	True	12	0	11	False		None	None	6912	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
204711	YP_009175067.1	True	True	5	1	5	True		None	None	3210	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
204711	YP_003587920.1	False	False	0	0	0	False		None	None	471	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cardiovirus']	ssRNA viruses
12064	NP_045756.1	True	True	11	0	10	False		None	None	6528	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']	ssRNA viruses
1432857	YP_008888537.1	False	False	0	0	0	False		None	None	8733	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'Iflavirus', 'unclassified Iflavirus']	ssRNA viruses
693066	YP_001686841.1	True	True	12	0	11	False		None	None	6843	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aphthovirus']	ssRNA viruses
1926968	YP_009329822.1	False	False	0	0	0	False		None	None	4575	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1926968	YP_009329823.1	False	False	0	0	0	False		None	None	2838	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
2220002	YP_009480535.1	True	True	11	0	10	False		None	None	6519	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']	ssRNA viruses
1603963	YP_009118269.1	False	False	0	0	0	False		None	None	6702	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae']	ssRNA viruses
1330491	YP_002956074.1	True	True	11	0	10	False		None	None	6375	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']	ssRNA viruses
12262	NP_620468.1	True	True	5	0	4	False		None	None	5595	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Comovirus']	ssRNA viruses
12262	NP_620464.1	True	True	3	0	2	False		None	None	2991	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Comovirus']	ssRNA viruses
1826059	YP_009246449.1	True	True	11	0	10	False		None	None	6630	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']	ssRNA viruses
1345661	YP_008130309.1	False	False	0	0	0	False		None	None	9738	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'unclassified Iflaviridae']	ssRNA viruses
370833	YP_001039627.1	True	True	4	5	8	False		None	None	6477	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']	ssRNA viruses
370833	YP_001040017.1	False	False	0	0	0	False		None	None	564	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']	ssRNA viruses
370833	YP_001040018.1	True	True	4	4	7	False		None	None	3597	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']	ssRNA viruses
1708572	YP_009164030.1	True	True	9	2	10	False		None	None	6693	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Hepatovirus']	ssRNA viruses
1606765	YP_009352243.1	False	False	0	0	0	False		None	None	6657	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aphthovirus', 'unclassified Aphthovirus']	ssRNA viruses
1562064	YP_009109563.1	False	False	0	0	0	False		None	None	6822	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Hunnivirus', 'unclassified Hunnivirus']	ssRNA viruses
81583	NP_620560.1	False	False	0	0	0	False		None	None	5334	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'Triatovirus']	ssRNA viruses
81583	NP_620561.1	False	False	0	0	0	False		None	None	2625	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'Triatovirus']	ssRNA viruses
439016	YP_001429583.1	False	False	0	0	0	False		None	None	4845	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'environmental samples']	ssRNA viruses
439016	YP_001429584.1	False	False	0	0	0	False		None	None	2592	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'environmental samples']	ssRNA viruses
1661395	YP_009143521.1	False	False	0	0	0	False		None	None	8142	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae']	ssRNA viruses
1766557	YP_009214667.1	False	False	0	0	0	False		None	None	7431	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Gallivirus', 'unclassified Gallivirus']	ssRNA viruses
1648484	YP_009255232.1	False	False	0	0	0	False		None	None	5412	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'environmental samples']	ssRNA viruses
1648484	YP_009255233.1	False	False	0	0	0	False		None	None	2514	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'environmental samples']	ssRNA viruses
1350001	YP_009030047.1	False	False	0	0	0	False		None	None	8520	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Megrivirus', 'unclassified Megrivirus']	ssRNA viruses
2018471	YP_009448183.1	False	False	0	0	0	False		None	None	8259	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'Iflavirus', 'unclassified Iflavirus']	ssRNA viruses
1888309	YP_009272812.1	False	False	0	0	0	False		None	None	8085	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae']	ssRNA viruses
191547	NP_620112.1	True	True	5	0	4	False		None	None	6801	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
191547	NP_620113.1	True	True	2	0	1	False		2511	mat_peptide	4074	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
1935922	YP_009342468.1	False	False	0	0	0	False		None	None	6951	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus', 'unclassified Nepovirus']	ssRNA viruses
1935922	YP_009342469.1	False	False	0	0	0	False		None	None	3360	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus', 'unclassified Nepovirus']	ssRNA viruses
2003501	YP_009121743.1	True	True	12	0	11	False		None	None	6756	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Mischivirus']	ssRNA viruses
1345662	YP_008130310.1	False	False	0	0	0	False		None	None	9528	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'unclassified Iflaviridae']	ssRNA viruses
28351	YP_227367.1	True	True	5	0	4	False		None	None	6684	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']	ssRNA viruses
28351	YP_227368.1	True	True	3	0	2	False		None	None	2970	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']	ssRNA viruses
649890	YP_008400121.1	True	True	5	0	4	False		None	None	5592	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Comovirus']	ssRNA viruses
649890	YP_008400127.1	True	True	3	0	2	False		None	None	3051	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Comovirus']	ssRNA viruses
12777	NP_619734.1	True	True	7	0	6	False		None	None	9084	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Sequivirus']	ssRNA viruses
1452516	YP_009000902.1	True	True	11	0	10	False		None	None	7440	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus', 'unclassified Kobuvirus']	ssRNA viruses
1398149	YP_008531322.1	True	True	11	0	10	False		None	None	6780	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Potamipivirus']	ssRNA viruses
232800	YP_145791.1	False	False	0	0	0	False		None	None	8682	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'Iflavirus']	ssRNA viruses
1522179	YP_009047193.1	False	False	0	0	0	False		None	None	4845	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unassigned Picornavirales', 'Bacillarnavirus', 'unclassified Bacillarnavirus']	ssRNA viruses
1522179	YP_009047194.1	False	False	0	0	0	False		None	None	2838	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unassigned Picornavirales', 'Bacillarnavirus', 'unclassified Bacillarnavirus']	ssRNA viruses
1776109	YP_009221981.1	False	False	0	0	0	False		None	None	5481	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1776109	YP_009221982.1	False	False	0	0	0	False		None	None	2577	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1511784	YP_006543639.1	True	True	11	0	10	False		None	None	6402	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Pasivirus']	ssRNA viruses
64141	NP_758520.1	False	False	0	0	0	False		None	None	6507	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus', 'Enterovirus G']	ssRNA viruses
1233383	YP_009026376.1	False	False	0	0	0	False		None	None	6366	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus', 'unclassified Cosavirus']	ssRNA viruses
1521188	YP_009047245.1	False	False	0	0	0	False		None	None	8943	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'Iflavirus']	ssRNA viruses
257464	YP_008802578.1	False	False	0	0	0	False		None	None	6975	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
257464	YP_008802579.1	False	False	0	0	0	False		None	None	3249	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
240555	NP_919029.1	False	False	0	0	0	False		None	None	8964	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'Iflavirus']	ssRNA viruses
12615	YP_004382746.1	False	False	0	0	0	False		None	None	6339	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
12615	YP_004382747.1	False	False	0	0	0	False		None	None	4770	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']	ssRNA viruses
1566869	YP_009110667.1	False	False	0	0	0	False		None	None	9378	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Iflaviridae', 'unclassified Iflaviridae']	ssRNA viruses
1911442	YP_009315870.1	False	False	0	0	0	False		None	None	5904	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1911442	YP_009315871.1	False	False	0	0	0	False		None	None	2553	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1916650	YP_009315869.1	False	False	0	0	0	False		None	None	2553	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1916650	YP_009315868.1	False	False	0	0	0	False		None	None	5898	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'unclassified Dicistroviridae']	ssRNA viruses
1931370	YP_009342320.1	False	False	0	0	0	False		None	None	8010	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'unclassified Picornavirales']	ssRNA viruses
