taxon_id	protein_id	polyprotein_outline	non_polyprotein_explanation	match_id	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	overlaps_cleavage_site	nb_of_cleavage_sites_overlapped	duplicated	overlaps_cleavage_site	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide	protein_fully_covered	nb_peptide_in_protein	nb_unannotated_part_in_protein	overlapping_distance	overlapping_side	overlapping_size_percentage
12131	NP_041009.1	True		513	Pfam	5.8E-36	InterPro:IPR001676	PF00073	picornavirus capsid protein	615	784	2469	2979	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		513	Pfam	2.2E-65	InterPro:IPR001676	PF00073	picornavirus capsid protein	93	298	903	1521	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		514	Pfam	3.1E-73	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1737	2177	5835	7158	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		515	ProDom	4.0E-74	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1002	1145	3630	4062	True	2	False	True	47	1	46	True	11	0	47		32.63888888888889
12131	NP_041009.1	True		516	Pfam	2.7E-18	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1433	1486	4923	5085	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		517	CDD	7.29639E-33	InterPro:IPR033703	cd00205	rhv_like	634	826	2526	3105	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		518	CDD	9.40131E-62		cd01699	RNA_dep_RNAP	1868	2122	6228	6993	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		519	CDD	2.9512E-40	InterPro:IPR033703	cd00205	rhv_like	125	324	999	1599	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		520	ProDom	2.0E-8		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1280	1310	4464	4557	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		521	Pfam	3.4E-25	InterPro:IPR003138	PF02226	Picornavirus coat protein (VP4)	2	69	630	834	False	0	False	False	0	0	0	True	11	0			
12131	NP_041009.1	True		522	Pfam	1.7E-44	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1538	1702	5238	5733	False	0	False	False	0	0	0	True	11	0			
367301	YP_654555.1	True		946	ProSiteProfiles	11.66	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1559	1689	4819	5212	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		947	Pfam	1.2E-8	InterPro:IPR027450	PF13532	2OG-Fe(II) oxygenase superfamily	2063	2152	6331	6601	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		948	Pfam	7.8E-27	InterPro:IPR000605	PF00910	RNA helicase	568	673	1846	2164	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		949	ProSiteProfiles	9.755	InterPro:IPR005123	PS51471	Fe(2+) 2-oxoglutarate dioxygenase domain profile.	2062	2155	6328	6610	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		950	ProSiteProfiles	45.414	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	546	714	1780	2287	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		951	Pfam	6.7E-71	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1403	1811	4351	5578	False	0	False	False	0	0	0	True	5	0			
367301	YP_654555.1	True		952	CDD	3.61167E-74		cd01699	RNA_dep_RNAP	1462	1754	4528	5407	False	0	False	False	0	0	0	True	5	0			
2003650	YP_002956076.1	True		286	ProSiteProfiles	48.435	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1102	1267	4049	4547	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		287	CDD	7.13685E-16	InterPro:IPR033703	cd00205	rhv_like	128	333	1127	1745	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		288	Pfam	1.0E-13	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1493	1638	5222	5660	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		289	ProSiteProfiles	14.947	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1895	2012	6428	6782	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		290	CDD	3.60393E-32	InterPro:IPR033703	cd00205	rhv_like	408	566	1967	2444	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		291	ProDom	7.0E-4		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1186	1216	4301	4394	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		292	Pfam	1.3E-26	InterPro:IPR000605	PF00910	RNA helicase	1130	1230	4133	4436	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		293	CDD	7.73391E-52		cd01699	RNA_dep_RNAP	1816	2072	6191	6962	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		294	Pfam	8.2E-85	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1677	2104	5774	7058	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		295	Pfam	5.0E-18	InterPro:IPR001676	PF00073	picornavirus capsid protein	390	530	1913	2336	False	0	False	False	0	0	0	True	11	0			
2003650	YP_002956076.1	True		295	Pfam	6.5E-21	InterPro:IPR001676	PF00073	picornavirus capsid protein	103	305	1052	1661	False	0	False	False	0	0	0	True	11	0			
1425364	YP_009104371.1	True		867	Pfam	7.1E-24	InterPro:IPR000603	PF00803	3A/RNA2 movement protein family	33	233	1259	1862	False	0	False	False	0	0	0	True	4	0			
1002918	NP_758809.1	True		1043	Pfam	3.1E-72	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1980	2427	6677	8021	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1044	Pfam	2.2E-46	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1782	1946	6083	6578	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1045	ProDom	8.0E-130	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1219	1440	4394	5060	True	2	False	True	110	2	108	True	12	0	110		49.549549549549546
1002918	NP_758809.1	True		1046	CDD	1.77977E-69		cd01699	RNA_dep_RNAP	2106	2372	7055	7856	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1047	ProSiteProfiles	54.277	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1437	1598	5048	5534	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1048	Pfam	3.4E-40	InterPro:IPR001676	PF00073	picornavirus capsid protein	179	362	1274	1826	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1048	Pfam	8.6E-12	InterPro:IPR001676	PF00073	picornavirus capsid protein	758	849	3011	3287	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1048	Pfam	8.3E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	422	584	2003	2492	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1049	CDD	2.30667E-30	InterPro:IPR033703	cd00205	rhv_like	711	902	2870	3446	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1050	CDD	5.76166E-45	InterPro:IPR033703	cd00205	rhv_like	437	619	2048	2597	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1051	ProDom	2.0E-8		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1517	1547	5288	5381	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1052	Pfam	0.013	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	1079	1140	3974	4160	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1053	ProSiteProfiles	13.865	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2193	2309	7316	7667	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1054	CDD	1.94998E-45	InterPro:IPR033703	cd00205	rhv_like	214	390	1379	1910	False	0	False	False	0	0	0	True	12	0			
1002918	NP_758809.1	True		1055	Pfam	8.1E-7	InterPro:IPR022539	PF12521	Protein of unknown function (DUF3724)	905	925	3452	3515	True	1	False	True	7	0	7	True	12	0	7		33.33333333333333
1002918	NP_758809.1	True		1056	Pfam	6.5E-29	InterPro:IPR000605	PF00910	RNA helicase	1461	1561	5120	5423	False	0	False	False	0	0	0	True	12	0			
173976	NP_620619.1	True		790	CDD	1.56638E-75		cd01699	RNA_dep_RNAP	1691	1965	5225	6050	False	0	False	False	0	0	0	True	5	0			
173976	NP_620619.1	True		791	Pfam	2.9E-68	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1539	2029	4769	6242	False	0	False	False	0	0	0	True	5	0			
173976	NP_620619.1	True		792	Pfam	4.4E-25	InterPro:IPR000605	PF00910	RNA helicase	823	926	2621	2933	False	0	False	False	0	0	0	True	5	0			
173976	NP_620619.1	True		793	ProSiteProfiles	48.019	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	797	964	2543	3047	False	0	False	False	0	0	0	True	5	0			
173976	NP_620619.1	True		794	ProSiteProfiles	13.158	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1771	1899	5465	5852	False	0	False	False	0	0	0	True	5	0			
173976	NP_620620.2	True		1765	Pfam	3.0E-44	InterPro:IPR005305	PF03688	Nepovirus coat protein, C-terminal domain	1022	1185	3683	4175	False	0	False	False	0	0	0	True	2	0			
173976	NP_620620.2	True		1766	Pfam	4.4E-19	InterPro:IPR005054	PF03391	Nepovirus coat protein, central domain	854	1015	3179	3665	False	0	False	False	0	0	0	True	2	0			
173976	NP_620620.2	True		1767	Pfam	8.2E-26	InterPro:IPR005306	PF03689	Nepovirus coat protein, N-terminal domain	688	777	2681	2951	False	0	False	False	0	0	0	True	2	0			
1002921	NP_653145.1	True		1918	ProSiteProfiles	14.697	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2086	2202	6697	7048	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1919	Pfam	2.0E-28	InterPro:IPR001676	PF00073	picornavirus capsid protein	409	566	1666	2140	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1919	Pfam	6.7E-42	InterPro:IPR001676	PF00073	picornavirus capsid protein	161	344	922	1474	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1919	Pfam	1.6E-14	InterPro:IPR001676	PF00073	picornavirus capsid protein	728	830	2623	2932	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1920	ProSiteProfiles	55.742	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1332	1492	4435	4918	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1921	Pfam	1.5E-28	InterPro:IPR000605	PF00910	RNA helicase	1354	1453	4501	4801	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1922	CDD	1.65656E-27	InterPro:IPR033703	cd00205	rhv_like	684	873	2491	3061	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1923	CDD	5.3764E-41	InterPro:IPR033703	cd00205	rhv_like	192	372	1015	1558	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1924	Pfam	4.9E-69	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1875	2321	6064	7405	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1925	Pfam	2.1E-59	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1680	1844	5479	5974	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1926	Pfam	2.1E-8	InterPro:IPR022539	PF12521	Protein of unknown function (DUF3724)	876	898	3067	3136	True	1	False	True	4	0	4	True	12	0	4		17.391304347826086
1002921	NP_653145.1	True		1927	ProDom	7.0E-102	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1114	1304	3781	4354	True	2	False	True	86	7	79	True	12	0	86		45.0261780104712
1002921	NP_653145.1	True		1928	CDD	4.03085E-44	InterPro:IPR033703	cd00205	rhv_like	443	602	1768	2248	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1929	ProDom	1.0E-6		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1409	1439	4666	4759	False	0	False	False	0	0	0	True	12	0			
1002921	NP_653145.1	True		1930	CDD	3.50863E-71		cd01699	RNA_dep_RNAP	2000	2265	6439	7237	False	0	False	False	0	0	0	True	12	0			
194965	NP_740257.1	True		1080	ProSiteProfiles	49.755	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1448	1612	5148	5643	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1081	Pfam	7.7E-28	InterPro:IPR000605	PF00910	RNA helicase	1470	1573	5214	5526	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1082	ProSiteProfiles	14.739	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2223	2338	7473	7821	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1083	Pfam	9.0E-60	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2008	2457	6828	8178	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1084	Pfam	5.2E-15	InterPro:IPR001676	PF00073	picornavirus capsid protein	429	522	2091	2373	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1084	Pfam	1.7E-11	InterPro:IPR001676	PF00073	picornavirus capsid protein	641	714	2727	2949	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1085	CDD	1.2941E-36	InterPro:IPR033703	cd00205	rhv_like	602	773	2610	3126	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1086	Pfam	5.9E-10	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1821	1968	6267	6711	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1087	CDD	2.29575E-33	InterPro:IPR033703	cd00205	rhv_like	412	549	2040	2454	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1088	CDD	0.00315353		cd00009	AAA	1463	1598	5193	5601	False	0	False	False	0	0	0	True	11	0			
194965	NP_740257.1	True		1089	CDD	6.56588E-57		cd01699	RNA_dep_RNAP	2134	2402	7206	8013	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1142	Pfam	1.1E-61	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	852	978	3374	3755	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1143	CDD	2.11868E-62		cd01699	RNA_dep_RNAP	1858	2110	6392	7151	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1144	CDD	8.92128E-40	InterPro:IPR033703	cd00205	rhv_like	125	310	1193	1751	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1145	Pfam	3.2E-61	InterPro:IPR001676	PF00073	picornavirus capsid protein	93	285	1097	1676	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1145	Pfam	2.4E-26	InterPro:IPR001676	PF00073	picornavirus capsid protein	609	767	2645	3122	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1145	Pfam	1.5E-33	InterPro:IPR001676	PF00073	picornavirus capsid protein	345	514	1853	2363	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1146	ProSiteProfiles	13.844	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1933	2048	6617	6965	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1147	ProDom	6.0E-69	InterPro:IPR000081	PD001306	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	832	982	3314	3767	True	1	False	True	2	2	0	True	11	0	2		1.3245033112582782
1330520	YP_007985635.1	True		1148	Pfam	7.2E-22	InterPro:IPR003138	PF02226	Picornavirus coat protein (VP4)	2	65	824	1016	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1149	Pfam	8.6E-29	InterPro:IPR000605	PF00910	RNA helicase	1208	1305	4442	4736	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1150	CDD	1.18494E-43	InterPro:IPR033703	cd00205	rhv_like	358	549	1892	2468	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1151	CDD	6.3783E-32	InterPro:IPR033703	cd00205	rhv_like	624	805	2690	3236	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1152	ProDom	3.0E-7		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1262	1292	4604	4697	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1153	ProSiteProfiles	57.406	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1187	1343	4379	4850	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1154	Pfam	7.2E-45	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1524	1689	5390	5888	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1155	Pfam	1.6E-30	InterPro:IPR002527	PF01552	Picornavirus 2B protein	983	1082	3767	4067	True	1	False	True	1	1	0	True	11	0	1		1.0
1330520	YP_007985635.1	True		1156	ProDom	7.0E-94	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	983	1158	3767	4295	True	2	False	True	77	1	76	True	11	0	77		43.75
1330520	YP_007985635.1	True		1157	Pfam	1.6E-14	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1416	1472	5066	5237	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1158	Pfam	2.0E-68	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1724	2164	5990	7313	False	0	False	False	0	0	0	True	11	0			
1330520	YP_007985635.1	True		1159	SMART	0.0082	InterPro:IPR003593	SM00382		1203	1334	4427	4823	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		198	ProDom	8.0E-90	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	982	1157	3760	4288	True	2	False	True	77	1	76	True	11	0	77		43.75
263531	YP_009020973.1	True		199	CDD	4.80874E-27	InterPro:IPR033703	cd00205	rhv_like	624	804	2686	3229	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		200	Pfam	5.0E-31	InterPro:IPR002527	PF01552	Picornavirus 2B protein	982	1081	3760	4060	True	1	False	True	1	1	0	True	11	0	1		1.0
263531	YP_009020973.1	True		201	Pfam	4.2E-19	InterPro:IPR003138	PF02226	Picornavirus coat protein (VP4)	2	65	820	1012	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		202	Pfam	5.3E-16	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1414	1471	5056	5230	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		203	CDD	6.35383E-61		cd01699	RNA_dep_RNAP	1857	2109	6385	7144	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		204	Pfam	1.3E-61	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	851	977	3367	3748	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		205	ProDom	2.0E-70	InterPro:IPR000081	PD001306	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	831	981	3307	3760	True	1	False	True	2	2	0	True	11	0	2		1.3245033112582782
263531	YP_009020973.1	True		206	ProDom	1.0E-7		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1261	1291	4597	4690	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		207	Pfam	2.6E-28	InterPro:IPR000605	PF00910	RNA helicase	1207	1304	4435	4729	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		208	ProSiteProfiles	57.125	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1186	1342	4372	4843	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		209	Pfam	2.3E-69	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1723	2164	5983	7309	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		210	Pfam	2.1E-45	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1523	1688	5383	5881	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		211	CDD	6.75844E-44	InterPro:IPR033703	cd00205	rhv_like	389	549	1981	2464	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		212	ProSiteProfiles	14.344	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1932	2047	6610	6958	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		213	CDD	1.2388E-39	InterPro:IPR033703	cd00205	rhv_like	125	312	1189	1753	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		214	Pfam	9.3E-63	InterPro:IPR001676	PF00073	picornavirus capsid protein	93	285	1093	1672	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		214	Pfam	6.3E-25	InterPro:IPR001676	PF00073	picornavirus capsid protein	637	751	2725	3070	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		214	Pfam	2.5E-35	InterPro:IPR001676	PF00073	picornavirus capsid protein	344	514	1846	2359	False	0	False	False	0	0	0	True	11	0			
263531	YP_009020973.1	True		215	SMART	0.0034	InterPro:IPR003593	SM00382		1202	1333	4420	4816	False	0	False	False	0	0	0	True	11	0			
1481465	YP_009165995.1	True		1619	Pfam	3.3E-50	InterPro:IPR000603	PF00803	3A/RNA2 movement protein family	18	234	717	1368	False	0	False	False	0	0	0	True	4	0			
1481465	YP_009165993.1	True		1906	CDD	1.43585E-66		cd01699	RNA_dep_RNAP	1296	1578	4034	4883	False	0	False	False	0	0	0	False	1	2			
1481465	YP_009165993.1	True		1907	ProSiteProfiles	11.41	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1376	1511	4274	4682	False	0	False	False	0	0	0	False	1	2			
1481465	YP_009165993.1	True		1908	Pfam	1.4E-30	InterPro:IPR000605	PF00910	RNA helicase	387	493	1307	1628	True	2	False	True	9	8	1	False	1	2	9		8.411214953271028
1481465	YP_009165993.1	True		1909	ProSiteProfiles	45.776	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	363	531	1235	1742	True	2	False	True	71	32	39	False	1	2	71		42.01183431952663
1481465	YP_009165993.1	True		1910	Pfam	6.4E-70	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1209	1640	3773	5069	False	0	False	False	0	0	0	False	1	2			
70796	NP_653151.1	True		1293	Pfam	1.8E-31	InterPro:IPR000605	PF00910	RNA helicase	1149	1252	3937	4249	False	0	False	False	0	0	0	True	11	0			
70796	NP_653151.1	True		1294	ProSiteProfiles	51.066	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1127	1289	3871	4360	False	0	False	False	0	0	0	True	11	0			
70796	NP_653151.1	True		1295	CDD	5.53504E-32	InterPro:IPR033703	cd00205	rhv_like	77	240	721	1213	False	0	False	False	0	0	0	True	11	0			
70796	NP_653151.1	True		1296	Pfam	2.9E-12	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1439	1625	4807	5368	False	0	False	False	0	0	0	True	11	0			
