taxon_id	peptide_id	feature_type	strand	len	nb_proteins_annotated_by_pep	protein_ids	polyprotein_outline	nb_protein_annotated_by_pep	cover_by_domain	overlapped_by_domain	length_covered_by_fully_included_domains	length_covered_by_all_domains	First_node	taxonomy
12131	NP_740515.1	mat_peptide	1	207	1	NP_041009.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
12131	NP_740523.1	mat_peptide	1	69	1	NP_041009.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
12131	NP_740522.1	mat_peptide	1	255	1	NP_041009.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
12131	NP_740521.1	mat_peptide	1	990	1	NP_041009.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
12131	NP_740517.1	mat_peptide	1	708	1	NP_041009.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
12131	NP_740516.1	mat_peptide	1	786	1	NP_041009.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
367301	YP_654557.1	mat_peptide	1	1545	1	YP_654555.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654559.1	mat_peptide	1	78	1	YP_654555.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654558.1	mat_peptide	1	1515	1	YP_654555.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654561.1	mat_peptide	1	2649	1	YP_654555.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654560.1	mat_peptide	1	702	1	YP_654555.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654562.1	mat_peptide	1	972	1	YP_654556.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654564.1	mat_peptide	1	1464	1	YP_654556.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
367301	YP_654563.1	mat_peptide	1	2763	1	YP_654556.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'unassigned Secoviridae']
2003650	YP_002956125.1	mat_peptide	1	963	1	YP_002956076.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956127.1	mat_peptide	1	57	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956122.1	mat_peptide	1	882	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956120.1	mat_peptide	1	810	1	YP_002956076.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956126.1	mat_peptide	1	324	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956121.1	mat_peptide	1	693	1	YP_002956076.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956124.1	mat_peptide	1	360	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956123.1	mat_peptide	1	90	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956129.1	mat_peptide	1	1386	1	YP_002956076.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956128.1	mat_peptide	1	609	1	YP_002956076.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
2003650	YP_002956119.1	mat_peptide	1	204	1	YP_002956076.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Cosavirus']
1425364	Unknown	mat_peptide	1	720	1	YP_009104371.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']
1425364	Unknown	mat_peptide	1	1362	1	YP_009104371.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']
1425364	Unknown	mat_peptide	1	723	1	YP_009104371.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']
1425364	Unknown	mat_peptide	1	696	1	YP_009104371.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus']
1002918	NP_937968.1	mat_peptide	1	264	1	NP_758809.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937973.1	mat_peptide	1	906	1	NP_758809.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937977.1	mat_peptide	1	63	1	NP_758809.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937969.1	mat_peptide	1	201	1	NP_758809.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937978.1	mat_peptide	1	549	1	NP_758809.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937974.1	mat_peptide	1	336	1	NP_758809.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937970.1	mat_peptide	1	714	1	NP_758809.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937975.1	mat_peptide	1	999	1	NP_758809.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937971.1	mat_peptide	1	723	1	NP_758809.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937976.1	mat_peptide	1	282	1	NP_758809.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937972.1	mat_peptide	1	852	1	NP_758809.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
1002918	NP_937979.1	mat_peptide	1	1398	1	NP_758809.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus']
173976	NP_734016.2	mat_peptide	1	630	1	NP_620619.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_734013.1	mat_peptide	1	1677	1	NP_620619.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_734017.2	mat_peptide	1	2538	1	NP_620619.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_734014.2	mat_peptide	1	2082	1	NP_620619.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_734015.2	mat_peptide	1	81	1	NP_620619.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_733974.1	mat_peptide	1	2049	1	NP_620620.2	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
173976	NP_733975.1	mat_peptide	1	1671	1	NP_620620.2	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
1002921	NP_740481.1	mat_peptide	1	702	1	NP_653145.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	Unknown	sig_peptide	1	252	1	NP_653145.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740489.1	mat_peptide	1	1383	1	NP_653145.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740483.1	mat_peptide	1	855	1	NP_653145.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740482.1	mat_peptide	1	678	1	NP_653145.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740484.1	mat_peptide	1	315	1	NP_653145.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740485.1	mat_peptide	1	996	1	NP_653145.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740486.1	mat_peptide	1	300	1	NP_653145.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740479.1	mat_peptide	1	159	1	NP_653145.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740487.1	mat_peptide	1	66	1	NP_653145.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740488.1	mat_peptide	1	546	1	NP_653145.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
1002921	NP_740480.1	mat_peptide	1	714	1	NP_653145.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Sapelovirus', 'Sapelovirus A']
194965	NP_859025.1	mat_peptide	1	282	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859019.1	mat_peptide	1	1101	1	NP_740257.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859026.1	mat_peptide	1	90	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859027.1	mat_peptide	1	576	1	NP_740257.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859018.1	mat_peptide	1	561	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859028.1	mat_peptide	1	1407	1	NP_740257.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859022.1	mat_peptide	1	402	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859023.1	mat_peptide	1	495	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859024.1	mat_peptide	1	1005	1	NP_740257.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859021.1	mat_peptide	1	801	1	NP_740257.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
194965	NP_859020.1	mat_peptide	1	669	1	NP_740257.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1330520	YP_009020969.1	mat_peptide	1	267	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020967.1	mat_peptide	1	297	1	YP_007985635.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020962.1	mat_peptide	1	207	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020970.1	mat_peptide	1	69	1	YP_007985635.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020965.1	mat_peptide	1	825	1	YP_007985635.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020968.1	mat_peptide	1	987	1	YP_007985635.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020972.1	mat_peptide	1	1383	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020964.1	mat_peptide	1	729	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020966.1	mat_peptide	1	450	1	YP_007985635.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020971.1	mat_peptide	1	549	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1330520	YP_009020963.1	mat_peptide	1	738	1	YP_007985635.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020976.1	mat_peptide	1	729	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020975.1	mat_peptide	1	738	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020977.1	mat_peptide	1	822	1	YP_009020973.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020978.1	mat_peptide	1	450	1	YP_009020973.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020979.1	mat_peptide	1	297	1	YP_009020973.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020980.1	mat_peptide	1	987	1	YP_009020973.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020984.1	mat_peptide	1	1383	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020981.1	mat_peptide	1	267	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020982.1	mat_peptide	1	69	1	YP_009020973.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020983.1	mat_peptide	1	549	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
263531	YP_009020974.1	mat_peptide	1	207	1	YP_009020973.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Enterovirus']
1481465	YP_009167369.1	mat_peptide	1	294	1	YP_009165993.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']
1481465	Unknown	mat_peptide	1	732	1	YP_009165995.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']
1481465	Unknown	mat_peptide	1	1401	1	YP_009165995.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']
1481465	Unknown	mat_peptide	1	762	1	YP_009165995.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']
1481465	Unknown	mat_peptide	1	675	1	YP_009165995.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Torradovirus', 'unclassified Torradovirus']
70796	NP_705598.1	mat_peptide	1	843	1	NP_653151.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Tremovirus']
70796	NP_705599.1	mat_peptide	1	489	1	NP_653151.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Tremovirus']
70796	NP_705600.1	mat_peptide	1	270	1	NP_653151.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Tremovirus']
