taxon_id	protein_id	match_id	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	fully included	partially included	duplicated	overlapping	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide	protein_fully_covered	nb_peptide_in_protein	nb_unannotated_part_in_protein
2003501	YP_009121743.1	12337	Pfam	6.9E-29	InterPro:IPR000605	PF00910	RNA helicase	1242	1343	4885	5191	True	False	False	False	0	0	0	True	12	0
2003501	YP_009121743.1	12338	CDD	1.392E-60		cd01699	RNA_dep_RNAP	1936	2196	6967	7750	True	False	False	False	0	0	0	True	12	0
2003501	YP_009121743.1	12339	Pfam	1.5E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	183	383	1708	2311	True	False	False	False	0	0	0	True	12	0
2003501	YP_009121743.1	12339	Pfam	7.7E-18	InterPro:IPR001676	PF00073	picornavirus capsid protein	504	606	2671	2980	True	False	False	False	0	0	0	True	12	0
2003501	YP_009121743.1	12340	Pfam	3.3E-90	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1797	2233	6550	7861	True	False	False	False	0	0	0	True	12	0
41763	YP_025106.1	8308	Pfam	6.0E-90	InterPro:IPR001456	PF00851	Helper component proteinase	267	696	928	2218	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8309	Pfam	1.3E-83	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1488	1762	4591	5416	True	True	False	True	23	0	23	True	10	0
41763	YP_025106.1	8310	Pfam	3.9E-8	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1350	1462	4177	4516	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8311	Pfam	5.8E-84	InterPro:IPR001592	PF00767	Potyvirus coat protein	2843	3075	8656	9355	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8312	Pfam	4.2E-25	InterPro:IPR002540	PF01577	Potyvirus P1 protease	99	242	424	856	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8313	Pfam	7.5E-7	InterPro:IPR011545	PF00270	DEAD/DEAH box helicase	1175	1313	3652	4069	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8314	CDD	4.25679E-6	InterPro:IPR001650	cd00079	HELICc	1351	1462	4180	4516	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8315	ProSiteProfiles	12.441	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1343	1505	4156	4645	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8316	Pfam	2.2E-93	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2252	2711	6883	8263	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8317	ProSiteProfiles	60.11	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	1986	2204	6085	6742	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8318	ProSiteProfiles	45.12	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	575	696	1852	2218	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8319	SMART	4.1E-20	InterPro:IPR014001	SM00487		1159	1338	3604	4144	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8320	CDD	2.34916E-53		cd01699	RNA_dep_RNAP	2376	2648	7255	8074	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8321	CDD	1.07332E-22		cd00046	DEXDc	1184	1309	3679	4057	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8322	ProSiteProfiles	16.495	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1175	1327	3652	4111	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8323	Pfam	4.4E-77		PF13608	Protein P3 of Potyviral polyprotein	709	1153	2254	3589	True	True	False	True	104	0	104	True	10	0
41763	YP_025106.1	8324	ProSiteProfiles	17.547	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2469	2593	7534	7909	True	False	False	False	0	0	0	True	10	0
41763	YP_025106.1	8325	Pfam	2.3E-65	InterPro:IPR001730	PF00863	Peptidase family C4	1984	2217	6079	6781	True	True	False	True	2	2	0	True	10	0
41763	YP_025106.1	8326	SMART	6.8E-14	InterPro:IPR001650	SM00490		1365	1463	4222	4519	True	False	False	False	0	0	0	True	10	0
1313215	NP_047200.1	2914	Pfam	7.9E-30	InterPro:IPR000605	PF00910	RNA helicase	1445	1548	5043	5355	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2915	CDD	1.71628E-5		cd00009	AAA	1438	1569	5022	5418	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2916	CDD	9.07255E-65		cd01699	RNA_dep_RNAP	2116	2373	7056	7830	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2917	CDD	3.33588E-33	InterPro:IPR033703	cd00205	rhv_like	587	759	2469	2988	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2918	Pfam	1.8E-16	InterPro:IPR001676	PF00073	picornavirus capsid protein	379	510	1845	2241	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2918	Pfam	8.7E-10	InterPro:IPR001676	PF00073	picornavirus capsid protein	632	724	2604	2883	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2918	Pfam	1.1E-5	InterPro:IPR001676	PF00073	picornavirus capsid protein	853	938	3267	3525	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2919	Pfam	5.0E-10	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1784	1939	6060	6528	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2920	ProSiteProfiles	51.835	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1423	1587	4977	5472	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2921	CDD	3.51985E-29	InterPro:IPR033703	cd00205	rhv_like	379	538	1845	2325	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2922	ProSiteProfiles	14.115	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2194	2309	7290	7638	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2923	Pfam	1.1E-59	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1980	2427	6648	7992	True	False	False	False	0	0	0	False	10	1
1313215	NP_047200.1	2924	CDD	1.79889E-22	InterPro:IPR033703	cd00205	rhv_like	807	991	3129	3684	True	False	False	False	0	0	0	False	10	1
569195	YP_002456506.1	16097	CDD	6.19502E-15	InterPro:IPR033703	cd00205	rhv_like	826	1014	3050	3617	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16098	ProSiteProfiles	50.117	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1474	1638	4994	5489	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16099	Pfam	6.1E-60	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2034	2480	6674	8015	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16100	CDD	2.5124E-58		cd01699	RNA_dep_RNAP	2159	2427	7049	7856	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16101	CDD	7.94124E-31	InterPro:IPR033703	cd00205	rhv_like	397	557	1763	2246	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16102	CDD	3.01476E-28	InterPro:IPR033703	cd00205	rhv_like	611	775	2405	2900	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16103	Pfam	1.2E-7	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1837	1994	6083	6557	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16104	ProSiteProfiles	14.676	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2248	2363	7316	7664	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16105	Pfam	4.9E-28	InterPro:IPR000605	PF00910	RNA helicase	1496	1599	5060	5372	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16106	Pfam	1.0E-8	InterPro:IPR001676	PF00073	picornavirus capsid protein	651	733	2525	2774	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16106	Pfam	2.1E-13	InterPro:IPR001676	PF00073	picornavirus capsid protein	437	529	1883	2162	True	False	False	False	0	0	0	True	11	0
569195	YP_002456506.1	16107	CDD	1.7226E-4		cd00009	AAA	1489	1624	5039	5447	True	False	False	False	0	0	0	True	11	0
515575	YP_001931956.1	8036	Pfam	4.1E-5	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1357	1470	4185	4527	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8037	Pfam	5.1E-92	InterPro:IPR001592	PF00767	Potyvirus coat protein	2940	3173	8934	9636	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8038	SMART	5.5E-20	InterPro:IPR001650	SM00490		1518	1616	4668	4965	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8039	CDD	1.64387E-47		cd01699	RNA_dep_RNAP	2540	2793	7734	8496	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8040	ProSiteProfiles	47.543	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	740	862	2334	2703	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8041	Pfam	3.1E-36	InterPro:IPR002540	PF01577	Potyvirus P1 protease	181	404	657	1329	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8042	SMART	5.8E-24	InterPro:IPR014001	SM00487		1313	1503	4053	4626	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8043	ProSiteProfiles	14.866	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1328	1480	4098	4557	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8044	Pfam	1.8E-10	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1502	1615	4620	4962	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8045	Pfam	2.0E-119	InterPro:IPR001456	PF00851	Helper component proteinase	423	862	1383	2703	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8046	Pfam	5.9E-94	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2418	2851	7368	8670	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8047	CDD	2.94996E-21		cd00046	DEXDc	1338	1462	4128	4503	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8048	ProSiteProfiles	65.358	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2137	2354	6525	7179	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8049	Pfam	4.7E-68		PF13608	Protein P3 of Potyviral polyprotein	872	1307	2730	4038	True	True	False	True	103	0	103	True	10	0
515575	YP_001931956.1	8050	ProSiteProfiles	14.229	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1499	1658	4611	5091	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8051	ProSiteProfiles	17.006	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2616	2740	7962	8337	True	False	False	False	0	0	0	True	10	0
515575	YP_001931956.1	8052	Pfam	1.1E-47	InterPro:IPR001730	PF00863	Peptidase family C4	2135	2366	6519	7215	True	True	False	True	2	2	0	True	10	0
515575	YP_001931956.1	8053	Pfam	7.2E-65	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1641	1916	5037	5865	True	True	False	True	26	0	26	True	10	0
168135	YP_004123951.1	7375	ProSiteProfiles	13.228	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1515	1674	4660	5140	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7376	Pfam	4.1E-6	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1372	1484	4231	4570	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7377	ProSiteProfiles	18.775	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2636	2760	8023	8398	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7378	ProSiteProfiles	46.899	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	744	867	2347	2719	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7379	Pfam	2.9E-58	InterPro:IPR001730	PF00863	Peptidase family C4	2150	2383	6565	7267	True	True	False	True	2	2	0	True	10	0
168135	YP_004123951.1	7380	CDD	1.61361E-7	InterPro:IPR001650	cd00079	HELICc	1523	1639	4684	5035	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7381	CDD	4.36665E-56		cd01699	RNA_dep_RNAP	2544	2815	7747	8563	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7382	SMART	1.6E-17	InterPro:IPR001650	SM00490		1534	1632	4717	5014	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7383	Pfam	3.6E-66		PF13608	Protein P3 of Potyviral polyprotein	884	1322	2767	4084	True	True	False	True	103	0	103	True	10	0
168135	YP_004123951.1	7384	Pfam	1.3E-106	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2416	2878	7363	8752	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7385	Pfam	2.7E-91	InterPro:IPR001592	PF00767	Potyvirus coat protein	2949	3182	8962	9664	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7386	Pfam	1.6E-73	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1657	1930	5086	5908	True	True	False	True	23	0	23	True	10	0
168135	YP_004123951.1	7387	ProSiteProfiles	14.332	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1343	1495	4144	4603	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7388	Pfam	1.7E-35	InterPro:IPR002540	PF01577	Potyvirus P1 protease	206	408	733	1342	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7389	Pfam	1.3E-130	InterPro:IPR001456	PF00851	Helper component proteinase	428	867	1399	2719	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7390	CDD	1.89593E-21		cd00046	DEXDc	1350	1477	4165	4549	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7391	ProSiteProfiles	72.475	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2152	2370	6571	7228	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7392	SMART	1.1E-22	InterPro:IPR014001	SM00487		1329	1503	4102	4627	True	False	False	False	0	0	0	True	10	0
168135	YP_004123951.1	7393	Pfam	5.9E-10	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1521	1631	4678	5011	True	False	False	False	0	0	0	True	10	0
64280	NP_620045.1	6612	ProSiteProfiles	16.149	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1646	1801	4934	5402	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6613	ProSiteProfiles	32.552	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1333	1462	3995	4385	True	True	False	True	2	2	0	True	13	0
64280	NP_620045.1	6614	Pfam	5.8E-67	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1650	1795	4946	5384	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6615	Pfam	4.1E-255	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2731	3362	8189	10085	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6616	Pfam	2.6E-14	InterPro:IPR000404	PF01350	Flavivirus non-structural protein NS4A	2093	2220	6275	6659	True	True	False	True	21	0	21	True	13	0
64280	NP_620045.1	6617	Pfam	4.1E-14	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	119	197	353	590	True	True	False	True	78	78	0	True	13	0
64280	NP_620045.1	6618	Pfam	1.4E-24	InterPro:IPR001528	PF01349	Flavivirus non-structural protein NS4B	2223	2466	6665	7397	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6619	ProSiteProfiles	103.441	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2476	2740	7424	8219	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6620	Pfam	1.8E-18	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	568	654	1700	1961	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6621	CDD	1.33979E-15		cd00046	DEXDc	1655	1783	4961	5348	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6622	SMART	4.5E-5	InterPro:IPR014001	SM00487		1623	1819	4865	5456	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6623	ProSiteProfiles	8.881	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1811	1982	5429	5945	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6624	ProSiteProfiles	97.082	InterPro:IPR001850	PS51528	Flavivirus NS3 protease (NS3pro) domain profile.	1465	1643	4391	4928	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6625	Pfam	2.9E-13	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2530	2699	7586	8096	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6626	CDD	4.97022E-42	InterPro:IPR027287	cd12149	Flavi_E_C	574	660	1718	1979	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6627	ProSiteProfiles	16.59	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3004	3149	9008	9446	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6628	Pfam	5.3E-76	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	274	563	818	1688	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6629	Pfam	2.1E-33	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1485	1632	4451	4895	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6630	Pfam	1.8E-91	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	759	1102	2273	3305	True	False	False	False	0	0	0	True	13	0
64280	NP_620045.1	6631	SMART	2.1E-7	InterPro:IPR001650	SM00490		1834	1927	5498	5780	True	False	False	False	0	0	0	True	13	0
101688	NP_620568.1	15636	Pfam	9.4E-5	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1302	1344	4286	4415	True	False	False	False	0	0	0	True	5	0
101688	NP_620568.1	15637	Pfam	1.6E-73	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1406	1903	4598	6092	True	False	False	False	0	0	0	True	5	0
101688	NP_620568.1	15638	ProSiteProfiles	11.369	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1641	1783	5303	5732	True	False	False	False	0	0	0	True	5	0
101688	NP_620568.1	15639	ProSiteProfiles	46.753	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	673	843	2399	2912	True	False	False	False	0	0	0	True	5	0
101688	NP_620568.1	15640	Pfam	6.6E-25	InterPro:IPR000605	PF00910	RNA helicase	697	801	2471	2786	True	False	False	False	0	0	0	True	5	0
101688	NP_620568.1	15641	CDD	1.40515E-68		cd01699	RNA_dep_RNAP	1549	1849	5027	5930	True	False	False	False	0	0	0	True	5	0
471728	YP_001497152.1	182	CDD	2.67016E-47		cd01699	RNA_dep_RNAP	1721	1969	5665	6412	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	183	Pfam	1.4E-42	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1589	1996	5269	6493	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	184	Pfam	2.4E-10	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1430	1535	4792	5110	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	185	CDD	3.17437E-27	InterPro:IPR033703	cd00205	rhv_like	323	489	1471	1972	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	186	Pfam	1.0E-5	InterPro:IPR001676	PF00073	picornavirus capsid protein	140	229	922	1192	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	187	ProSiteProfiles	12.991	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1796	1909	5890	6232	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	188	ProSiteProfiles	43.759	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1015	1177	3547	4036	True	False	False	False	0	0	0	True	11	0
471728	YP_001497152.1	189	CDD	3.27019E-17	InterPro:IPR033703	cd00205	rhv_like	127	263	883	1294	True	False	False	False	0	0	0	True	11	0
