taxon_id	protein_id	polyprotein_outline	has_peptide	nb_peptides	nb_unannotated_part	nb_cleavage_sites	is_sub_protein	non_polyprotein_explanation	potential_signal_P_first_pep_len	potential_signal_P_first_pep_type	len_protein	strand	taxonomy	First_node
1112770	YP_004935362.1	False	False	0	0	0	False		None	None	321	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']	ssRNA viruses
1112770	YP_004935359.1	False	False	0	0	0	False		None	None	696	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']	ssRNA viruses
1112770	YP_004935360.1	False	False	0	0	0	False		None	None	873	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']	ssRNA viruses
1112770	YP_004935361.1	False	False	0	0	0	False		None	None	597	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']	ssRNA viruses
1331744	YP_009186836.1	False	False	0	0	0	False		None	None	363	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
1331744	YP_009186838.1	False	False	0	0	0	False		None	None	744	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
1331744	YP_009186834.1	False	False	0	0	0	False		None	None	4776	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
1331744	YP_009186835.1	False	False	0	0	0	False		None	None	708	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
1331744	YP_009186837.1	False	False	0	0	0	False		None	None	270	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
1331744	YP_009186839.1	False	False	0	0	0	False		None	None	285	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus', 'unclassified Potexvirus']	ssRNA viruses
92444	NP_066241.1	False	False	0	0	0	False		None	None	5721	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'Aparavirus']	ssRNA viruses
92444	NP_066242.1	False	False	0	0	0	False		None	None	2745	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Dicistroviridae', 'Aparavirus']	ssRNA viruses
340187	NP_620557.1	False	False	0	0	0	False		None	None	7893	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage']	ssRNA viruses
340187	NP_620558.1	False	False	0	0	0	False		None	None	1668	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage']	ssRNA viruses
390845	YP_003029843.1	True	True	14	0	12	False		None	None	10026	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus']	ssRNA viruses
390845	YP_009259320.1	True	True	8	0	6	True		None	None	4071	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus']	ssRNA viruses
2003501	YP_009121743.1	True	True	12	0	11	False		None	None	6756	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Mischivirus']	ssRNA viruses
185218	YP_002776347.1	False	False	0	0	0	False		None	None	5544	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'unassigned Betaflexiviridae']	ssRNA viruses
185218	YP_002776348.1	False	False	0	0	0	False		None	None	702	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'unassigned Betaflexiviridae']	ssRNA viruses
185218	YP_002776351.1	False	False	0	0	0	False		None	None	798	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'unassigned Betaflexiviridae']	ssRNA viruses
185218	YP_002776349.1	False	False	0	0	0	False		None	None	345	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'unassigned Betaflexiviridae']	ssRNA viruses
185218	YP_002776350.1	False	False	0	0	0	False		None	None	210	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'unassigned Betaflexiviridae']	ssRNA viruses
1386090	YP_008470969.1	False	False	0	0	0	False		None	None	3294	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Ilarvirus', 'unclassified Ilarvirus']	ssRNA viruses
1386090	YP_008470970.1	False	False	0	0	0	False		None	None	2373	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Ilarvirus', 'unclassified Ilarvirus']	ssRNA viruses
1386090	YP_008470971.1	False	False	0	0	0	False		None	None	603	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Ilarvirus', 'unclassified Ilarvirus']	ssRNA viruses
1386090	YP_008470973.1	False	False	0	0	0	False		None	None	708	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Ilarvirus', 'unclassified Ilarvirus']	ssRNA viruses
1386090	YP_008470972.1	False	False	0	0	0	False		None	None	885	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Ilarvirus', 'unclassified Ilarvirus']	ssRNA viruses
41763	YP_025106.1	True	True	10	0	9	False		None	None	9237	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Rymovirus']	ssRNA viruses
41763	YP_006395334.1	False	False	0	0	0	False		None	None	303	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Rymovirus']	ssRNA viruses
1006583	YP_004414703.1	False	False	0	0	0	False		None	None	6258	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']	ssRNA viruses
1006583	YP_004414702.1	False	False	0	0	0	False		None	None	3963	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']	ssRNA viruses
1006583	YP_004414704.1	False	False	0	0	0	False		None	None	831	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']	ssRNA viruses
1006583	YP_004414705.1	False	False	0	0	0	False		None	None	738	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']	ssRNA viruses
1313215	NP_047200.1	True	True	10	1	10	False		None	None	7302	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']	ssRNA viruses
569195	YP_002456506.1	True	True	11	0	10	False		None	None	7467	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']	ssRNA viruses
1136133	YP_005102465.1	False	False	0	0	0	False		None	None	7467	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']	ssRNA viruses
1156769	YP_009138081.1	False	False	0	0	0	False		None	None	7377	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']	ssRNA viruses
1223562	YP_006590088.1	False	False	0	0	0	False		None	None	351	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223562	YP_006590089.1	False	False	0	0	0	False		None	None	6201	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223562	YP_006590091.1	False	False	0	0	0	False		None	None	1776	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223562	YP_006590090.1	False	False	0	0	0	False		None	None	1284	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1303019	YP_009019196.1	False	False	0	0	0	False		None	None	351	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1303019	YP_009019197.1	False	False	0	0	0	False		None	None	6198	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1303019	YP_009019194.1	False	False	0	0	0	False		None	None	1284	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1303019	YP_009019195.1	False	False	0	0	0	False		None	None	1755	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1382279	YP_009019203.1	False	False	0	0	0	False		None	None	6219	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1382279	YP_009019202.1	False	False	0	0	0	False		None	None	351	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1382279	YP_009019204.1	False	False	0	0	0	False		None	None	1272	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1382279	YP_009019205.1	False	False	0	0	0	False		None	None	1749	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223561	YP_006590093.1	False	False	0	0	0	False		None	None	6141	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223561	YP_006590092.1	False	False	0	0	0	False		None	None	348	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223561	YP_006590087.1	False	False	0	0	0	False		None	None	1755	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
1223561	YP_006590086.1	False	False	0	0	0	False		None	None	1182	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Reptarenavirus']	ssRNA viruses
12321	NP_041192.1	False	False	0	0	0	False		None	None	3381	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Alfamovirus']	ssRNA viruses
12321	YP_053235.1	False	False	0	0	0	False		None	None	2373	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Alfamovirus']	ssRNA viruses
12321	NP_041194.1	False	False	0	0	0	False		None	None	903	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Alfamovirus']	ssRNA viruses
12321	NP_041195.1	False	False	0	0	0	False		None	None	666	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Alfamovirus']	ssRNA viruses
515575	YP_001931956.1	True	True	10	0	9	False		None	None	9525	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']	ssRNA viruses
515575	YP_006460569.1	False	False	0	0	0	False		None	None	180	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']	ssRNA viruses
317027	YP_002647028.1	False	False	0	0	0	False		None	None	693	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
317027	YP_002647031.1	False	False	0	0	0	False		None	None	678	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
317027	YP_002647030.1	False	False	0	0	0	False		None	None	252	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
317027	YP_002647029.1	False	False	0	0	0	False		None	None	363	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
317027	YP_002647027.1	False	False	0	0	0	False		None	None	5106	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
144752	YP_001649213.1	False	False	0	0	0	False		None	None	288	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Mammarenavirus']	ssRNA viruses
144752	YP_001649212.1	False	False	0	0	0	False		None	None	6606	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Mammarenavirus']	ssRNA viruses
144752	YP_001649221.1	False	False	0	0	0	False		None	None	1524	-1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Mammarenavirus']	ssRNA viruses
144752	YP_001649220.1	False	False	0	0	0	False		None	None	1686	1	['Viruses', 'ssRNA viruses', 'ssRNA negative-strand viruses', 'Arenaviridae', 'Mammarenavirus']	ssRNA viruses
11135	YP_004070199.1	False	False	0	0	0	False		None	None	1134	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070200.1	False	False	0	0	0	False		None	None	306	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070198.1	False	False	0	0	0	False		None	None	789	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070201.1	False	False	0	0	0	False		None	None	621	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070196.1	False	False	0	0	0	False		None	None	216	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070195.1	False	False	0	0	0	False		None	None	216	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070194.1	False	False	0	0	0	False		None	None	4359	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070193.2	False	False	0	0	0	False		None	None	20130	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
11135	YP_004070197.1	False	False	0	0	0	False		None	None	249	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199243.1	False	False	0	0	0	False		None	None	93	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199244.1	False	False	0	0	0	False		None	None	735	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199245.1	False	False	0	0	0	False		None	None	249	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199240.1	False	False	0	0	0	False		None	None	12048	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199247.1	False	False	0	0	0	False		None	None	1149	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199241.1	False	False	0	0	0	False		None	None	8043	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199246.1	False	False	0	0	0	False		None	None	789	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199248.1	False	False	0	0	0	False		None	None	237	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1766554	YP_009199242.1	False	False	0	0	0	False		None	None	4149	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Coronaviridae', 'Coronavirinae', 'Alphacoronavirus']	ssRNA viruses
1041929	YP_004598987.1	False	False	0	0	0	False		None	None	150	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598984.1	False	False	0	0	0	False		None	None	645	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598981.2	False	False	0	0	0	False		None	None	15267	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598986.1	False	False	0	0	0	False		None	None	351	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598982.1	False	False	0	0	0	False		None	None	7500	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598983.1	False	False	0	0	0	False		None	None	2703	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
1041929	YP_004598985.1	False	False	0	0	0	False		None	None	477	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767305.1	False	False	0	0	0	False		None	None	15279	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767309.1	False	False	0	0	0	False		None	None	477	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767308.1	False	False	0	0	0	False		None	None	639	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767306.1	False	False	0	0	0	False		None	None	7512	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767310.1	False	False	0	0	0	False		None	None	351	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
325676	YP_004767307.1	False	False	0	0	0	False		None	None	2700	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Nidovirales', 'Mesoniviridae', 'Alphamesonivirus']	ssRNA viruses
85454	YP_459948.1	False	False	0	0	0	False		None	None	624	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
85454	YP_459946.1	False	False	0	0	0	False		None	None	333	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
85454	YP_459947.1	False	False	0	0	0	False		None	None	192	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
85454	YP_459944.1	False	False	0	0	0	False		None	None	4626	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
85454	YP_459945.1	False	False	0	0	0	False		None	None	699	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']	ssRNA viruses
1826822	YP_009270635.1	False	False	0	0	0	False		None	None	2154	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Narnaviridae', 'Mitovirus', 'unclassified Mitovirus']	ssRNA viruses
1195163	YP_006576518.1	False	False	0	0	0	False		None	None	2838	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Anulavirus', 'unclassified Anulavirus']	ssRNA viruses
1195163	YP_006576519.1	False	False	0	0	0	False		None	None	1974	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Anulavirus', 'unclassified Anulavirus']	ssRNA viruses
1195163	YP_006576520.1	False	False	0	0	0	False		None	None	891	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Anulavirus', 'unclassified Anulavirus']	ssRNA viruses
1195163	YP_006576521.1	False	False	0	0	0	False		None	None	615	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Bromoviridae', 'Anulavirus', 'unclassified Anulavirus']	ssRNA viruses
1177630	YP_006297588.1	False	False	0	0	0	False		None	None	321	1	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']	ssRNA viruses
