First_node	taxon_id	protein_id	strand	has_peptide	nb_peptides	nb_unannotated_part	nb_cleavage_sites	is_sub_protein	signal_peptide_scheme	len_first_peptide	first_pep_type	len_protein	taxonomy
Retro-transcribing viruses	1711685	YP_009165746.1	1		0	0	0	False	False	None		969	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus', 'unclassified Caulimovirus']
Retro-transcribing viruses	11958	NP_040504.1	1		0	0	0	False	False	None		1272	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus', 'unclassified Alpharetrovirus']
Retro-transcribing viruses	93465	YP_031678.1	1		0	0	0	False	False	None		3378	['Viruses', 'Retro-transcribing viruses', 'Retroviridae']
Retro-transcribing viruses	363745	NP_040550.1	1		0	0	0	False	False	None		2688	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	363745	NP_040548.1	1		0	0	0	False	False	None		1821	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	363745	NP_040549.1	1		0	0	0	False	False	None		372	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	11946	YP_004222728.1	1		0	0	0	False	False	None		2622	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	11946	YP_004222726.1	1		0	0	0	False	False	None		1716	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	11946	YP_004222727.1	1		0	0	0	False	False	None		2106	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus']
Retro-transcribing viruses	11867	NP_045935.1	1		4	1	6	False	False	None		2628	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Alpharetrovirus', 'unclassified Alpharetrovirus']
Retro-transcribing viruses	11764	YP_009109690.1	1		4	1	4	True	False	None		1614	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Gammaretrovirus', 'unclassified Gammaretrovirus']
Retro-transcribing viruses	11764	YP_009109691.1	1		2	1	2	False	False	None		1692	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Gammaretrovirus', 'unclassified Gammaretrovirus']
Retro-transcribing viruses	11764	YP_009109689.1	1		8	0	6	False	False	None		5184	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Gammaretrovirus', 'unclassified Gammaretrovirus']
Retro-transcribing viruses	1016852	YP_004442834.1	1		0	0	0	False	False	None		531	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016852	YP_004442836.1	1		0	0	0	False	False	None		5511	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016852	YP_004442835.1	1		0	0	0	False	False	None		405	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328670	YP_233107.1	1		0	0	0	False	False	None		5499	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328670	YP_233106.1	1		0	0	0	False	False	None		339	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328670	YP_233105.1	1		0	0	0	False	False	None		528	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016853	YP_004442839.1	1		0	0	0	False	False	None		5613	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016853	YP_004442838.1	1		0	0	0	False	False	None		393	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016853	YP_004442837.1	1		0	0	0	False	False	None		531	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1476909	YP_224289.1	1		0	0	0	False	False	None		5610	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1476909	YP_224287.1	1		0	0	0	False	False	None		531	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1476909	YP_224288.1	1		0	0	0	False	False	None		399	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328671	NP_569150.1	1		0	0	0	False	False	None		5499	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328671	NP_569149.1	1		0	0	0	False	False	None		405	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	328671	NP_569148.1	1		0	0	0	False	False	None		534	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016854	YP_004442824.1	1		0	0	0	False	False	None		5637	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016854	YP_004442822.1	1		0	0	0	False	False	None		534	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016854	YP_004442823.1	1		0	0	0	False	False	None		390	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016855	YP_004442827.1	1		0	0	0	False	False	None		5514	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016855	YP_004442825.1	1		0	0	0	False	False	None		561	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016855	YP_004442826.1	1		0	0	0	False	False	None		336	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016856	YP_004442829.1	1		0	0	0	False	False	None		339	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016856	YP_004442830.1	1		0	0	0	False	False	None		5502	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016856	YP_004442828.1	1		0	0	0	False	False	None		561	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016857	YP_004442831.1	1		0	0	0	False	False	None		564	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016857	YP_004442833.1	1		0	0	0	False	False	None		5547	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1016857	YP_004442832.1	1		0	0	0	False	False	None		312	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	334778	YP_605810.1	1		0	0	0	False	False	None		399	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	334778	YP_605809.1	1		0	0	0	False	False	None		531	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	334778	YP_605811.1	1		0	0	0	False	False	None		5703	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1411991	YP_233109.1	1		0	0	0	False	False	None		399	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1411991	YP_233110.1	1		0	0	0	False	False	None		5697	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1411991	YP_233108.1	1		0	0	0	False	False	None		438	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	2050037	YP_007677999.1	1		0	0	0	False	False	None		2562	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'Orthohepadnavirus']
Retro-transcribing viruses	2050037	YP_007678001.1	1		0	0	0	False	False	None		435	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'Orthohepadnavirus']
Retro-transcribing viruses	2050037	YP_007678000.1	1		0	0	0	False	False	None		1200	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'Orthohepadnavirus']
Retro-transcribing viruses	2050037	YP_007678002.1	1		0	0	0	False	False	None		654	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'Orthohepadnavirus']
Retro-transcribing viruses	1490026	YP_009229919.1	1		0	0	0	False	False	None		5847	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1490026	YP_009229917.1	1		0	0	0	False	False	None		555	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1490026	YP_009229918.1	1		0	0	0	False	False	None		414	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	1751715	YP_009182100.1	1		0	0	0	False	False	None		7794	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'unclassified Caulimoviridae']
Retro-transcribing viruses	172220	NP_395466.2	1		0	0	0	False	False	None		561	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395471.1	1		0	0	0	False	False	None		429	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395469.1	1		0	0	0	False	False	None		1974	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395470.1	1		0	0	0	False	False	None		1287	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395472.1	1		0	0	0	False	False	None		939	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395468.1	1		0	0	0	False	False	None		1461	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395473.1	1		0	0	0	False	False	None		369	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	172220	NP_395467.2	1		0	0	0	False	False	None		600	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	1862822	YP_009259542.1	1		0	0	0	False	False	None		987	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	1862822	YP_009259539.1	1		0	0	0	False	False	None		552	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	1862822	YP_009259541.1	1		0	0	0	False	False	None		2310	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	1862822	YP_009259538.1	1		0	0	0	False	False	None		318	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	1862822	YP_009259543.1	1		0	0	0	False	False	None		327	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	1862822	YP_009259540.1	1		0	0	0	False	False	None		546	['Viruses', 'Retro-transcribing viruses', 'Hepadnaviridae', 'unclassified Hepadnaviridae']
Retro-transcribing viruses	263892	YP_002321513.1	1		0	0	0	False	False	None		6759	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	263892	YP_002321512.1	1		0	0	0	False	False	None		444	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	263892	YP_002321511.1	1		0	0	0	False	False	None		399	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	263892	YP_002321514.1	1		0	0	0	False	False	None		597	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	207343	NP_044930.1	1		0	0	0	False	False	None		2973	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Spumaretrovirinae', 'Spumavirus']
Retro-transcribing viruses	207343	NP_044932.1	1		0	0	0	False	False	None		1008	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Spumaretrovirinae', 'Spumavirus']
Retro-transcribing viruses	207343	NP_044931.1	1		0	0	0	False	False	None		750	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Spumaretrovirinae', 'Spumavirus']
Retro-transcribing viruses	207343	NP_044929.1	1		0	0	0	False	False	None		3663	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Spumaretrovirinae', 'Spumavirus']
Retro-transcribing viruses	207343	NP_044928.1	1		0	0	0	False	False	None		1635	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Spumaretrovirinae', 'Spumavirus']
Retro-transcribing viruses	11657	NP_040563.1	1		0	0	0	False	False	None		3171	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Bovine lentivirus group']
Retro-transcribing viruses	11657	NP_040564.1	1		0	0	0	False	False	None		597	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Bovine lentivirus group']
Retro-transcribing viruses	11657	NP_040562.1	1		0	0	0	False	False	None		1431	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Bovine lentivirus group']
Retro-transcribing viruses	11657	NP_040566.1	1		0	0	0	False	False	None		2715	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Bovine lentivirus group']
Retro-transcribing viruses	11657	NP_040565.1	1		0	0	0	False	False	None		312	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Bovine lentivirus group']
Retro-transcribing viruses	11901	NP_056897.1	1		4	2	6	True	False	None		1182	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	11901	NP_056900.1	1		0	0	0	False	False	None		930	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	11901	NP_056895.1	1		5	0	7	False	False	None		4254	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	11901	NP_056896.1	1		4	4	7	True	False	None		1719	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	11901	NP_056899.1	1		2	0	1	False	True	1545	mat_peptide	1548	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	11901	NP_056898.1	1		0	0	0	False	False	None		471	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Deltaretrovirus']
Retro-transcribing viruses	1822365	YP_009243640.1	1		0	0	0	False	False	None		558	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Betaretrovirus', 'unclassified Betaretrovirus']
Retro-transcribing viruses	1822365	YP_009243639.1	1		0	0	0	False	False	None		1731	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Betaretrovirus', 'unclassified Betaretrovirus']
Retro-transcribing viruses	1822365	YP_009243642.1	1		0	0	0	False	False	None		2064	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Betaretrovirus', 'unclassified Betaretrovirus']
Retro-transcribing viruses	1822365	YP_009243641.1	1		0	0	0	False	False	None		2562	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Betaretrovirus', 'unclassified Betaretrovirus']
Retro-transcribing viruses	31559	NP_041732.1	1		0	0	0	False	False	None		432	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	31559	NP_041734.1	1		0	0	0	False	False	None		5505	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	31559	NP_041736.1	1		0	0	0	False	False	None		396	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	31559	NP_041735.1	1		0	0	0	False	False	None		342	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	31559	NP_041733.1	1		0	0	0	False	False	None		399	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	2044517	YP_009259698.1	1		0	0	0	False	False	None		5055	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	2044517	YP_009259696.1	1		0	0	0	False	False	None		522	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	2044517	YP_009259697.1	1		0	0	0	False	False	None		402	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	11660	NP_040939.1	1		0	0	0	False	False	None		3318	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	11660	NP_040941.1	1		0	0	0	False	False	None		264	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	11660	NP_040943.1	1		0	0	0	False	False	None		390	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	11660	NP_040942.1	1		0	0	0	False	False	None		2835	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	11660	NP_040940.1	1		0	0	0	False	False	None		690	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	11660	NP_040938.1	1		0	0	0	False	False	None		1347	['Viruses', 'Retro-transcribing viruses', 'Retroviridae', 'Orthoretrovirinae', 'Lentivirus', 'Ovine/caprine lentivirus group']
Retro-transcribing viruses	10640	NP_612574.1	1		0	0	0	False	False	None		507	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10640	NP_612575.1	1		0	0	0	False	False	None		387	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10640	NP_612576.1	1		0	0	0	False	False	None		1485	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10640	NP_612577.1	1		0	0	0	False	False	None		1980	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10640	NP_612578.1	1		0	0	0	False	False	None		1491	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10640	NP_612573.1	1		0	0	0	False	False	None		960	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	38062	NP_056849.1	1		0	0	0	False	False	None		1179	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Cavemovirus']
Retro-transcribing viruses	38062	NP_056847.1	1		0	0	0	False	False	None		216	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Cavemovirus']
Retro-transcribing viruses	38062	NP_056850.1	1		0	0	0	False	False	None		165	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Cavemovirus']
Retro-transcribing viruses	38062	NP_056846.1	1		0	0	0	False	False	None		4119	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Cavemovirus']
Retro-transcribing viruses	38062	NP_056848.1	1		0	0	0	False	False	None		1959	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Cavemovirus']
Retro-transcribing viruses	10641	NP_056725.1	1		0	0	0	False	False	None		480	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_056724.1	1		0	0	0	False	False	None		984	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_056726.1	1		0	0	0	False	False	None		390	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_056728.1	1		0	0	0	False	False	None		2040	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_056727.1	1		0	0	0	False	False	None		1470	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_597788.1	1		0	0	0	False	False	None		303	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	10641	NP_056729.1	1		0	0	0	False	False	None		1563	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Caulimovirus']
Retro-transcribing viruses	175814	NP_861407.1	1		0	0	0	False	False	None		606	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861410.1	1		0	0	0	False	False	None		1932	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861411.1	1		0	0	0	False	False	None		939	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861547.1	1		0	0	0	False	False	None		1596	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861409.1	1		0	0	0	False	False	None		1506	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861408.1	1		0	0	0	False	False	None		537	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	175814	NP_861412.1	1		0	0	0	False	False	None		270	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Soymovirus']
Retro-transcribing viruses	1435008	YP_008992013.1	1		3	4	6	False	False	None		5439	['Viruses', 'Retro-transcribing viruses', 'Retroviridae']
Retro-transcribing viruses	1435008	YP_008992014.1	1		0	0	0	False	False	None		417	['Viruses', 'Retro-transcribing viruses', 'Retroviridae']
Retro-transcribing viruses	174178	NP_569155.1	1		0	0	0	False	False	None		288	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	174178	NP_569152.1	1		0	0	0	False	False	None		414	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	174178	NP_569154.1	1		0	0	0	False	False	None		540	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	174178	NP_569153.1	1		0	0	0	False	False	None		5952	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	174178	NP_569156.1	1		0	0	0	False	False	None		465	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	174178	NP_569151.1	1		0	0	0	False	False	None		432	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	10653	NP_039819.1	1		0	0	0	False	False	None		408	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
Retro-transcribing viruses	10653	NP_039820.1	1		0	0	0	False	False	None		5661	['Viruses', 'Retro-transcribing viruses', 'Caulimoviridae', 'Badnavirus']
