taxon_id	peptide_id	feature_type	strand	start_as_prot	len	nb_peptides	signal_peptide_outline	inclued_in_nb_prot	First_node	taxonomy
1313215	NP_740435.1	mat_peptide	1	False	1110		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740439.1	mat_peptide	1	False	495		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740441.2	mat_peptide	1	False	285		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740444.1	mat_peptide	1	False	1404		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740440.1	mat_peptide	1	False	1005		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740436.1	mat_peptide	1	False	672		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740437.1	mat_peptide	1	False	834		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740443.1	mat_peptide	1	False	570		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740442.2	mat_peptide	1	False	81		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
1313215	NP_740438.1	mat_peptide	1	False	333		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473934.1	mat_peptide	1	True	585		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473941.1	mat_peptide	1	False	270		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473943.1	mat_peptide	1	False	576		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473938.1	mat_peptide	1	False	408		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473937.1	mat_peptide	1	False	762		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473936.1	mat_peptide	1	False	669		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473940.1	mat_peptide	1	False	1005		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473935.1	mat_peptide	1	False	1098		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473939.1	mat_peptide	1	False	585		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473944.1	mat_peptide	1	False	1404		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
569195	YP_002473942.1	mat_peptide	1	False	102		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']
515575	YP_001931975.1	mat_peptide	1	True	1215		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936190.1	mat_peptide	1	False	156		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936188.1	mat_peptide	1	False	1371		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936189.1	mat_peptide	1	False	1026		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936193.1	mat_peptide	1	False	570		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936195.1	mat_peptide	1	False	1551		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936191.1	mat_peptide	1	False	1902		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936196.1	mat_peptide	1	False	846		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936194.1	mat_peptide	1	False	717		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
515575	YP_001936192.1	mat_peptide	1	False	168		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123961.1	mat_peptide	1	False	729		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123956.1	mat_peptide	1	False	1056		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123963.1	mat_peptide	1	False	816		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123959.1	mat_peptide	1	False	159		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123960.1	mat_peptide	1	False	573		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123957.1	mat_peptide	1	False	156		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123958.1	mat_peptide	1	False	1908		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123962.1	mat_peptide	1	False	1554		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123955.1	mat_peptide	1	False	1374		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
168135	YP_004123954.1	mat_peptide	1	True	1227		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Potyviridae', 'Potyvirus']
64280	NP_775684.1	mat_peptide	1	False	1848		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775686.1	mat_peptide	1	False	69		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775679.1	mat_peptide	1	False	225		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775680.1	mat_peptide	1	False	1455		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775687.1	mat_peptide	1	False	756		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775688.1	mat_peptide	1	False	2691		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775683.1	mat_peptide	1	False	390		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775678.1	mat_peptide	1	False	483		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775682.1	mat_peptide	1	False	675		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775677.1	mat_peptide	1	True	330		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775685.1	mat_peptide	1	False	357		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775676.1	mat_peptide	1	True	279		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64280	NP_775681.1	mat_peptide	1	False	1059		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
101688	NP_734022.1	mat_peptide	1	False	2127		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_734021.1	mat_peptide	1	False	669		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_734020.1	mat_peptide	1	False	174		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_734018.1	mat_peptide	1	True	1563		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_734019.1	mat_peptide	1	False	1704		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_736603.1	mat_peptide	1	False	651		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_736604.1	mat_peptide	1	False	528		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_736605.1	mat_peptide	1	False	576		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
101688	NP_733989.1	mat_peptide	1	True	1128		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Cheravirus']
471728	YP_001497180.1	mat_peptide	1	False	891		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497178.1	mat_peptide	1	False	300		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497177.1	mat_peptide	1	False	87		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497181.1	mat_peptide	1	False	324		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497183.1	mat_peptide	1	False	606		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497174.1	mat_peptide	1	True	798		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497179.1	mat_peptide	1	False	330		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497182.1	mat_peptide	1	False	138		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497184.1	mat_peptide	1	False	1434		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497175.1	mat_peptide	1	False	696		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
471728	YP_001497176.1	mat_peptide	1	False	546		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Picornaviridae', 'Aquamavirus']
12271	YP_054439.1	mat_peptide	1	True	1242		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
12271	YP_054443.1	mat_peptide	1	False	2475		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
12271	YP_054442.1	mat_peptide	1	False	657		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
12271	YP_054440.1	mat_peptide	1	False	2406		False	1	ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']
