taxon_id	protein_id	polyprotein_outline	non_polyprotein_explanation	match_id	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	overlaps_cleavage_site	nb_of_cleavage_sites_overlapped	duplicated	overlaps_cleavage_site	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide	protein_fully_covered	nb_peptide_in_protein	nb_unannotated_part_in_protein	overlapping_distance	overlapping_side	overlapping_size_percentage
64285	NP_620044.1	True		541	SMART	8.8E-9	InterPro:IPR001650	SM00490		1834	1927	5498	5780	False	0	False	False	0	0	0	True	13	0			
64285	NP_620044.1	True		542	Pfam	2.5E-33	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1481	1629	4439	4886	False	0	False	False	0	0	0	True	13	0			
64285	NP_620044.1	True		543	ProSiteProfiles	17.255	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1646	1801	4934	5402	False	0	False	False	0	0	0	True	13	0			
64285	NP_620044.1	True		544	SMART	9.1E-8	InterPro:IPR014001	SM00487		1634	1819	4898	5456	False	0	False	False	0	0	0	True	13	0			
649187	YP_009056848.1	True		207	Pfam	8.2E-24	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	128	206	395	632	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		208	Pfam	7.9E-37	InterPro:IPR000404	PF01350	Flavivirus non-structural protein NS4A	2128	2266	6395	6812	True	1	False	True	18	0	18	True	14	0	18		12.949640287769784
649187	YP_009056848.1	True		209	ProSiteProfiles	10.773	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1850	2015	5561	6059	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		210	Pfam	1.1E-11	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	8	122	35	380	True	1	True	True	18	0	18	True	14	0	18		15.65217391304348
649187	YP_009056848.1	True		211	Pfam	2.5E-4	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1859	1966	5588	5912	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		212	ProSiteProfiles	13.911	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1683	1839	5060	5531	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		213	ProSiteProfiles	118.168	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2523	2792	7580	8390	True	1	False	True	4	4	0	True	14	0	4		1.4814814814814816
649187	YP_009056848.1	True		214	ProSiteProfiles	37.325	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1371	1501	4124	4517	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		215	Pfam	4.6E-87	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	293	589	890	1781	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		216	Pfam	7.1E-26	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1376	1501	4139	4517	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		217	Pfam	3.5E-67	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1687	1833	5072	5513	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		218	Pfam	3.7E-32	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1519	1669	4568	5021	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		219	ProSiteProfiles	76.292	InterPro:IPR001850	PS51528	Flavivirus NS3 protease (NS3pro) domain profile.	1498	1680	4505	5054	True	1	False	True	4	4	0	True	14	0	4		2.185792349726776
649187	YP_009056848.1	True		220	Pfam	7.9E-26	InterPro:IPR000752	PF01005	Flavivirus non-structural protein NS2A	1155	1340	3476	4034	False	0	True	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		221	Pfam	1.5E-146	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	793	1145	2390	3449	True	1	False	True	2	0	2	True	14	0	2		0.56657223796034
649187	YP_009056848.1	True		222	ProSiteProfiles	13.449	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3056	3208	9179	9638	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		223	Pfam	1.7E-293	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2781	3426	8354	10292	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		224	Pfam	1.8E-28	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	592	686	1787	2072	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		225	SMART	8.9E-5	InterPro:IPR001650	SM00490		1872	1968	5627	5918	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		226	CDD	1.20424E-12		cd00046	DEXDc	1697	1821	5102	5477	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		227	Pfam	1.5E-71	InterPro:IPR001528	PF01349	Flavivirus non-structural protein NS4B	2272	2515	6827	7559	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		228	Pfam	3.5E-11	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	217	291	662	887	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		229	CDD	1.94198E-43	InterPro:IPR027287	cd12149	Flavi_E_C	599	687	1808	2075	False	0	True	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		230	Pfam	1.5E-7	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2581	2750	7754	8264	False	0	False	False	0	0	0	True	14	0			
649187	YP_009056848.1	True		231	SMART	0.0048	InterPro:IPR014001	SM00487		1674	1857	5033	5585	False	0	False	False	0	0	0	True	14	0			
649187	YP_009268582.1	True		1667	Pfam	3.3E-24	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	128	207	395	635	False	0	False	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1668	Pfam	1.5E-87	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	293	589	890	1781	False	0	True	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1669	Pfam	4.5E-147	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	793	1145	2390	3449	True	1	True	True	2	0	2	True	9	0	2		0.56657223796034
649187	YP_009268582.1	True		1670	Pfam	2.9E-26	InterPro:IPR000752	PF01005	Flavivirus non-structural protein NS2A	1155	1340	3476	4034	False	0	False	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1671	CDD	1.03092E-43	InterPro:IPR027287	cd12149	Flavi_E_C	599	687	1808	2075	False	0	False	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1672	Pfam	9.8E-16	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1376	1456	4139	4382	False	0	False	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1673	Pfam	4.4E-12	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	8	122	35	380	True	1	False	True	18	0	18	True	9	0	18		15.65217391304348
649187	YP_009268582.1	True		1674	Pfam	1.4E-11	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	217	291	662	887	False	0	True	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1675	Pfam	7.3E-29	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	592	686	1787	2072	False	0	True	False	0	0	0	True	9	0			
649187	YP_009268582.1	True		1676	ProSiteProfiles	25.986	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1371	1503	4124	4523	False	0	False	False	0	0	0	True	9	0			
1307801	YP_009256194.1	True		2361	ProSiteProfiles	7.77	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1412	1578	4278	4779	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2362	ProSiteProfiles	14.219	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2740	2854	8262	8607	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2363	Pfam	9.4E-5	InterPro:IPR002519	PF01539	Hepatitis C virus envelope glycoprotein E1	64	151	234	498	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2364	Pfam	5.6E-60	InterPro:IPR024347	PF12786	GB virus C genotype envelope	166	548	540	1689	True	1	False	True	82	82	0	True	10	0	82		21.409921671018274
1307801	YP_009256194.1	True		2365	CDD	1.46351E-37		cd01699	RNA_dep_RNAP	2662	2870	8028	8655	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2366	CDD	1.00264E-9		cd00046	DEXDc	1267	1391	3843	4218	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2367	Pfam	1.2E-32	InterPro:IPR001490	PF01001	Hepatitis C virus non-structural protein NS4b	1844	2010	5574	6075	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2368	Pfam	1.1E-7	InterPro:IPR013193	PF08301	Hepatitis C virus non-structural 5a domain 1b	2155	2246	6507	6783	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2369	Pfam	1.8E-54	InterPro:IPR004109	PF02907	Hepatitis C virus NS3 protease	1096	1243	3330	3774	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2370	ProDom	2.0E-4	InterPro:IPR002519	PD001388	POLYPROTEIN ENVELOPE GLYCOPROTEIN PROTEASE CORE NS1 E1 SERINE NS2-3 GENOME	72	159	258	522	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2371	Pfam	1.4E-5	InterPro:IPR013192	PF08300	Hepatitis C virus non-structural 5a zinc finger domain	2091	2127	6315	6426	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2372	Pfam	9.3E-26	InterPro:IPR002518	PF01538	Hepatitis C virus non-structural protein NS2	852	1044	2598	3177	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2373	SMART	0.0062	InterPro:IPR014001	SM00487		1237	1432	3753	4341	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2374	ProSiteProfiles	36.702	InterPro:IPR004109	PS51822	Hepacivirus/Pegivirus NS3 protease domain profile.	1067	1248	3243	3789	True	1	False	True	1	1	0	True	10	0	1		0.5494505494505495
1307801	YP_009256194.1	True		2375	ProSiteProfiles	48.575	InterPro:IPR002518	PS51693	Hepacivirus nonstructural protein 2 (NS2) protease domain profile.	942	1067	2868	3246	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2376	Pfam	1.5E-86	InterPro:IPR002166	PF00998	Viral RNA dependent RNA polymerase	2533	3029	7641	9132	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2377	ProSiteProfiles	9.692	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1264	1409	3834	4272	False	0	False	False	0	0	0	True	10	0			
1307801	YP_009256194.1	True		2378	Pfam	3.2E-5	InterPro:IPR000745	PF01006	Hepatitis C virus non-structural protein NS4a	1698	1737	5136	5256	False	0	False	False	0	0	0	True	10	0			
64290	YP_002790883.1	True		1049	Pfam	4.5E-31	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1517	1667	4641	5094	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1050	ProSiteProfiles	16.086	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1681	1837	5133	5604	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1051	Pfam	5.6E-38	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	7	122	111	459	True	1	False	True	17	0	17	True	14	0	17		14.655172413793101
64290	YP_002790883.1	True		1052	CDD	1.23906E-18		cd00046	DEXDc	1690	1819	5160	5550	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1053	Pfam	2.3E-7	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2576	2744	7818	8325	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1054	Pfam	1.6E-20	InterPro:IPR000752	PF01005	Flavivirus non-structural protein NS2A	1154	1322	3552	4059	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1055	Pfam	3.8E-102	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	292	588	966	1857	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1056	Pfam	7.7E-300	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2776	3416	8418	10341	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1057	SMART	7.2E-6	InterPro:IPR014001	SM00487		1660	1855	5070	5658	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1058	Pfam	2.3E-20	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	130	213	480	732	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1059	ProSiteProfiles	39.957	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1370	1500	4200	4593	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1060	SMART	1.2E-4	InterPro:IPR001650	SM00490		1870	1966	5700	5991	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1061	ProSiteProfiles	16.278	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3051	3203	9243	9702	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1062	CDD	1.77738E-6	InterPro:IPR001650	cd00079	HELICc	1857	1965	5661	5988	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1063	Pfam	1.2E-38	InterPro:IPR000404	PF01350	Flavivirus non-structural protein NS4A	2128	2265	6474	6888	True	1	False	True	20	0	20	True	14	0	20		14.492753623188406
64290	YP_002790883.1	True		1064	ProSiteProfiles	85.172	InterPro:IPR001850	PS51528	Flavivirus NS3 protease (NS3pro) domain profile.	1501	1678	4593	5127	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1065	Pfam	1.2E-60	InterPro:IPR001528	PF01349	Flavivirus non-structural protein NS4B	2269	2510	6897	7623	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1066	Pfam	7.0E-31	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	591	688	1863	2157	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1067	Pfam	1.7E-137	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	793	1143	2469	3522	True	1	False	True	1	0	1	True	14	0	1		0.2849002849002849
64290	YP_002790883.1	True		1068	Pfam	4.2E-15	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	220	289	750	960	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1069	ProSiteProfiles	11.126	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1848	2013	5634	6132	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1070	Pfam	5.9E-22	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1373	1495	4209	4578	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1071	CDD	3.97843E-47	InterPro:IPR027287	cd12149	Flavi_E_C	597	689	1881	2160	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1072	Pfam	6.2E-72	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1685	1831	5145	5586	False	0	False	False	0	0	0	True	14	0			
64290	YP_002790883.1	True		1073	ProSiteProfiles	131.187	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2522	2787	7656	8454	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1826	ProSiteProfiles	15.746	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1678	1834	5122	5593	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1827	ProSiteProfiles	12.366	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1845	2009	5623	6118	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1828	SMART	7.0E-6	InterPro:IPR014001	SM00487		1665	1852	5083	5647	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1829	CDD	5.53154E-7	InterPro:IPR001650	cd00079	HELICc	1854	1961	5650	5974	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1830	Pfam	2.2E-33	InterPro:IPR000404	PF01350	Flavivirus non-structural protein NS4A	2120	2262	6448	6877	True	1	False	True	21	0	21	True	14	0	21		14.685314685314685
59563	YP_001040006.1	True		1831	Pfam	6.4E-18	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	212	285	724	946	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1832	Pfam	5.2E-35	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	7	117	109	442	True	1	False	True	16	0	16	True	14	0	16		14.414414414414415
59563	YP_001040006.1	True		1833	CDD	6.25095E-42	InterPro:IPR027287	cd12149	Flavi_E_C	593	684	1867	2143	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1834	ProSiteProfiles	37.122	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1367	1497	4189	4582	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1835	ProSiteProfiles	16.091	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3048	3200	9232	9691	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1836	Pfam	5.5E-300	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2773	3412	8407	10327	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1837	Pfam	1.3E-8	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2574	2741	7810	8314	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1838	Pfam	6.6E-72	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1682	1828	5134	5575	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1839	Pfam	3.2E-107	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	288	584	952	1843	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1840	ProSiteProfiles	125.408	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2520	2784	7648	8443	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1841	Pfam	2.3E-60	InterPro:IPR001528	PF01349	Flavivirus non-structural protein NS4B	2265	2507	6883	7612	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1842	Pfam	1.0E-139	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	789	1141	2455	3514	True	1	False	True	2	0	2	True	14	0	2		0.56657223796034
59563	YP_001040006.1	True		1843	Pfam	3.6E-17	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1372	1497	4204	4582	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1844	SMART	9.7E-6	InterPro:IPR001650	SM00490		1867	1962	5689	5977	False	0	False	False	0	0	0	True	14	0			
59563	YP_001040006.1	True		1845	Pfam	7.4E-34	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1514	1664	4630	5083	False	0	False	False	0	0	0	True	14	0			
