taxon_id	peptide_id	feature_type	strand	len	nb_proteins_annotated_by_pep	protein_ids	polyprotein_outline	nb_protein_annotated_by_pep	cover_by_domain	overlapped_by_domain	length_covered_by_fully_included_domains	length_covered_by_all_domains	First_node	taxonomy
64285	NP_776077.1	mat_peptide	1	363	1	NP_620044.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776079.1	mat_peptide	1	774	1	NP_620044.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776078.1	mat_peptide	1	69	1	NP_620044.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776068.1	mat_peptide	1	264	1	NP_620044.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776070.1	mat_peptide	1	495	1	NP_620044.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776080.1	mat_peptide	1	2691	1	NP_620044.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776071.1	mat_peptide	1	225	1	NP_620044.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
64285	NP_776072.1	mat_peptide	1	1452	1	NP_620044.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Rio Bravo virus group']
649187	YP_009268596.1	mat_peptide	1	2724	1	YP_009056848.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268587.1	mat_peptide	1	228	2	YP_009268582.1|YP_009056848.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268588.1	mat_peptide	1	1497	2	YP_009268582.1|YP_009056848.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268597.1	mat_peptide	1	576	1	YP_009268582.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268589.1	mat_peptide	1	1059	2	YP_009268582.1|YP_009056848.1	True	2	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268584.1	mat_peptide	1	312	2	YP_009268582.1|YP_009056848.1	True	2	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268590.1	mat_peptide	1	681	2	YP_009268582.1|YP_009056848.1	True	2	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268586.1	mat_peptide	1	279	2	YP_009268582.1|YP_009056848.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268591.1	mat_peptide	1	393	1	YP_009056848.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268583.1	mat_peptide	1	366	2	YP_009268582.1|YP_009056848.1	True	2	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268592.1	mat_peptide	1	1863	1	YP_009056848.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268593.1	mat_peptide	1	378	1	YP_009056848.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268594.1	mat_peptide	1	69	1	YP_009056848.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268585.1	mat_peptide	1	507	2	YP_009268582.1|YP_009056848.1	True	2	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
649187	YP_009268595.1	mat_peptide	1	765	1	YP_009056848.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae']
1307801	Unknown	mat_peptide	1	570	1	YP_009256194.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	1728	1	YP_009256194.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	726	1	YP_009256194.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	1011	1	YP_009256194.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	723	1	YP_009256194.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	1881	1	YP_009256194.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	171	1	YP_009256194.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	240	1	YP_009256194.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	852	1	YP_009256194.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
1307801	Unknown	mat_peptide	1	1416	1	YP_009256194.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Pegivirus']
64290	Unknown	mat_peptide	1	2715	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	759	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	1503	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	1056	1	YP_002790883.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	681	1	YP_002790883.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	69	1	YP_002790883.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	393	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	315	1	YP_002790883.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	1857	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	501	1	YP_002790883.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	378	1	YP_002790883.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	276	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	225	1	YP_002790883.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
64290	Unknown	mat_peptide	1	366	1	YP_002790883.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Ntaya virus group']
59563	Unknown	mat_peptide	1	1059	1	YP_001040006.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	2715	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	681	1	YP_001040006.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	393	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	354	1	YP_001040006.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	1854	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	378	1	YP_001040006.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	303	1	YP_001040006.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	501	1	YP_001040006.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	69	1	YP_001040006.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	765	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	276	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	225	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
59563	Unknown	mat_peptide	1	1503	1	YP_001040006.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'mosquito-borne viruses']
11079	NP_722531.1	mat_peptide	1	1503	2	YP_006485886.1|NP_051124.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722514.1	mat_peptide	1	315	2	YP_006485886.1|NP_051124.1	True	2	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722532.1	mat_peptide	1	1056	2	YP_006485886.1|NP_051124.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722533.1	mat_peptide	1	681	1	NP_051124.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	YP_009333117.1	mat_peptide	1	276	2	YP_006485886.1|NP_051124.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	YP_006485887.1	mat_peptide	1	1212	1	YP_006485886.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722534.1	mat_peptide	1	393	1	NP_051124.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	Unknown	sig_peptide	1	60	2	YP_006485886.1|NP_051124.1	True	2	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722535.1	mat_peptide	1	1857	1	NP_051124.1	True	1	True	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722536.1	mat_peptide	1	378	1	NP_051124.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722530.1	mat_peptide	1	225	2	YP_006485886.1|NP_051124.1	True	2	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722537.1	mat_peptide	1	69	1	NP_051124.1	True	1	False	True			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_733817.1	mat_peptide	1	501	2	YP_006485886.1|NP_051124.1	True	2	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722515.1	mat_peptide	1	375	2	YP_006485886.1|NP_051124.1	True	2	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722538.1	mat_peptide	1	774	1	NP_051124.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
11079	NP_722539.1	mat_peptide	1	2715	1	NP_051124.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Flavivirus', 'Japanese encephalitis virus group']
39113	NP_757356.1	mat_peptide	1	624	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757357.1	mat_peptide	1	1860	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757352.1	mat_peptide	1	468	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757358.1	mat_peptide	1	165	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757353.1	mat_peptide	1	579	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757359.1	mat_peptide	1	744	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757354.1	mat_peptide	1	792	1	NP_056931.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757360.1	mat_peptide	1	1233	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	Unknown	mat_peptide	1	357	1	NP_056931.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757361.1	mat_peptide	1	1770	1	NP_056931.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	Unknown	mat_peptide	1	171	1	NP_056931.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
39113	NP_757355.1	mat_peptide	1	186	1	NP_056931.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus']
1562039	YP_009325408.1	mat_peptide	1	183	1	YP_009109558.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325402.1	mat_peptide	1	495	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325409.1	mat_peptide	1	717	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325410.1	mat_peptide	1	1347	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325411.1	mat_peptide	1	1740	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325403.1	mat_peptide	1	648	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325404.1	mat_peptide	1	816	1	YP_009109558.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325405.1	mat_peptide	1	168	1	YP_009109558.1	True	1	False	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
1562039	YP_009325406.1	mat_peptide	1	591	1	YP_009109558.1	True	1	True	False			ssRNA viruses	['Viruses', 'ssRNA viruses', 'ssRNA positive-strand viruses, no DNA stage', 'Flaviviridae', 'Hepacivirus', 'unclassified Hepacivirus']
