cluster_nb	nb_sequences	nb_seq_with_annotation	window	nb_protein_in_group	nb_of_cleavage_site	nb_cleavage_from_the_same_protein	standard_deviation	round_std	group_completeness	completeness_category	average_position_in_aln	position_max	position_min	group_index	aln_validity	confidence_score	confidence_score_threshold	cluster_with_isoforms_splitted	evalue	coverage	inflation	cleavages_sites_per_seq
5	8	8	30	8	8	0	0.0	0.0	100.0	from 75% to 100%	318.5	318	317	3	All cleavage sites groups have a good score	0.015625	4	False	1e-60	60	1_8	
5	8	8	30	8	8	0	0.0	0.0	100.0	from 75% to 100%	753.5	753	752	4	All cleavage sites groups have a good score	0.015625	4	False	1e-60	60	1_8	
5	8	8	30	8	8	0	1.4523687548277813	1.0	100.0	from 75% to 100%	1168.375	1169	1164	5	All cleavage sites groups have a good score	0.1640625	4	False	1e-60	60	1_8	
1	16	14	30	13	13	0	3.61292878948227	4.0	92.85714285714286	from 75% to 100%	249.84615384615384	272	244	0	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.3823395539371867	4	False	1e-60	60	1_8	
1	16	14	30	1	1	0	0.0	0.0	7.142857142857142	from 0 to 25%	303.5	303	302	1	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	391.0	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.860113898485164	1.0	100.0	from 75% to 100%	489.7142857142857	491	486	2	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.04737609329446089	4	False	1e-60	60	1_8	
1	16	14	30	1	1	0	0.0	0.0	7.142857142857142	from 0 to 25%	906.5	906	905	3	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	391.0	4	False	1e-60	60	1_8	
1	16	14	30	1	1	0	0.0	0.0	7.142857142857142	from 0 to 25%	923.5	923	922	4	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	391.0	4	False	1e-60	60	1_8	
1	16	14	30	13	13	0	0.5756395979652217	1.0	92.85714285714286	from 75% to 100%	962.7307692307693	963	960	5	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.21984524351388413	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.9209854970162591	1.0	100.0	from 75% to 100%	1031.25	1033	1027	6	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.05357142857142857	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.2575393768188564	0.0	100.0	from 75% to 100%	1260.5714285714287	1261	1259	7	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.014577259475224626	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	1.0479571965086578	1.0	100.0	from 75% to 100%	1896.75	1900	1893	8	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.04336734693877551	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.2575393768188564	0.0	100.0	from 75% to 100%	1960.5714285714287	1961	1959	9	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.014577259475224626	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.49487165930539356	0.0	100.0	from 75% to 100%	2227.9285714285716	2231	2226	10	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.026967930029151866	4	False	1e-60	60	1_8	
1	16	14	30	14	14	0	0.25753937681885636	0.0	100.0	from 75% to 100%	3164.4285714285716	3164	3162	11	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.014577259475210705	4	False	1e-60	60	1_8	
4	9	7	30	1	1	0	0.0	0.0	14.285714285714285	from 0 to 25%	31.5	31	30	0	At least one cleavage site group is valid	181.0	4	False	1e-60	60	1_8	
4	9	7	30	5	5	0	0.9797958971132712	1.0	71.42857142857143	from 50% to 75%	261.7	263	259	1	At least one cleavage site group is valid	2.5839999999999987	4	False	1e-60	60	1_8	
4	9	7	30	4	4	0	0.4330127018922193	0.0	57.14285714285714	from 50% to 75%	464.25	464	462	2	At least one cleavage site group is valid	5.78125	4	False	1e-60	60	1_8	
4	9	7	30	1	1	0	0.0	0.0	14.285714285714285	from 0 to 25%	481.5	481	480	3	At least one cleavage site group is valid	181.0	4	False	1e-60	60	1_8	
4	9	7	30	2	2	0	0.0	0.0	28.57142857142857	from 25% to 50%	596.5	596	595	4	At least one cleavage site group is valid	37.75	4	False	1e-60	60	1_8	
4	9	7	30	4	4	0	1.0897247358851685	1.0	57.14285714285714	from 50% to 75%	912.25	913	909	5	At least one cleavage site group is valid	5.90625	4	False	1e-60	60	1_8	
4	9	7	30	1	1	0	0.0	0.0	14.285714285714285	from 0 to 25%	1130.5	1130	1129	6	At least one cleavage site group is valid	181.0	4	False	1e-60	60	1_8	
4	9	7	30	7	7	0	6.114552731152199	6.0	100.0	from 75% to 100%	1194.0714285714287	1199	1183	7	At least one cleavage site group is valid	0.8017492711370203	4	False	1e-60	60	1_8	
4	9	7	30	7	7	0	0.4517539514526256	0.0	100.0	from 75% to 100%	1442.2142857142858	1442	1440	8	At least one cleavage site group is valid	0.07871720116617678	4	False	1e-60	60	1_8	
4	9	7	30	2	2	0	0.25	0.0	28.57142857142857	from 25% to 50%	2053.25	2053	2051	9	At least one cleavage site group is valid	37.875	4	False	1e-60	60	1_8	
4	9	7	30	5	5	0	0.0	0.0	71.42857142857143	from 50% to 75%	2077.5	2077	2076	10	At least one cleavage site group is valid	2.44	4	False	1e-60	60	1_8	
4	9	7	30	1	1	0	0.0	0.0	14.285714285714285	from 0 to 25%	2118.5	2118	2117	11	At least one cleavage site group is valid	181.0	4	False	1e-60	60	1_8	
4	9	7	30	4	4	0	0.0	0.0	57.14285714285714	from 50% to 75%	2161.5	2161	2160	12	At least one cleavage site group is valid	5.6875	4	False	1e-60	60	1_8	
4	9	7	30	2	2	0	0.0	0.0	28.57142857142857	from 25% to 50%	2180.5	2180	2179	13	At least one cleavage site group is valid	37.75	4	False	1e-60	60	1_8	
4	9	7	30	7	7	0	2.9084675816431904	3.0	100.0	from 75% to 100%	2485.5714285714284	2488	2479	14	At least one cleavage site group is valid	0.4169096209912563	4	False	1e-60	60	1_8	
4	9	7	30	7	7	0	0.0	0.0	100.0	from 75% to 100%	3258.5	3258	3257	15	At least one cleavage site group is valid	0.02040816326530612	4	False	1e-60	60	1_8	
0	83	49	30	47	90	43	23.11522466062381	23.0	95.91836734693877	from 75% to 100%	192.15	221	164	0	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.9133091896785878	4	False	1e-60	60	1_8	
0	83	49	30	45	45	0	0.07370277311900889	0.0	91.83673469387756	from 75% to 100%	327.5111111111111	328	326	1	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.06023593964334724	4	False	1e-60	60	1_8	
0	83	49	30	47	48	1	3.6826710377417937	4.0	95.91836734693877	from 75% to 100%	410.5208333333333	417	407	2	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.094405462501886	4	False	1e-60	60	1_8	
0	83	49	30	49	48	2	0.44990627928670623	0.0	100.0	from 75% to 100%	954.5408163265306	957	952	3	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.0028814524560342937	4	False	1e-60	60	1_8	
0	83	49	30	49	49	3	15.184320860677307	15.0	100.0	from 75% to 100%	1426.92	1459	1403	4	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.2539608496459817	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	1732.5	1732	1731	5	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	1752.5	1752	1751	6	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	1772.5	1772	1771	7	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
0	83	49	30	46	45	2	1.9624306906234794	2.0	93.87755102040816	from 75% to 100%	1807.0869565217392	1810	1802	8	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.07351853373880024	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	1875.5	1875	1874	9	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
0	83	49	30	49	48	2	1.507236466494512	2.0	100.0	from 75% to 100%	1967.061224489796	1968	1960	10	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.019932171119176736	4	False	1e-60	60	1_8	
0	83	49	30	48	47	2	0.0	0.0	97.95918367346938	from 75% to 100%	2632.5	2632	2631	11	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.013454861111111112	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	2666.5	2666	2665	12	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
0	83	49	30	47	46	2	0.0	0.0	95.91836734693877	from 75% to 100%	2809.5	2809	2808	13	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.02761430511543685	4	False	1e-60	60	1_8	
0	83	49	30	49	48	2	0.14139190265868387	0.0	100.0	from 75% to 100%	2833.5204081632655	2834	2832	14	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.0012324796640899027	4	False	1e-60	60	1_8	
0	83	49	30	47	47	0	2.894516443445465	3.0	95.91836734693877	from 75% to 100%	3128.691489361702	3140	3125	15	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.0774876472457945	4	False	1e-60	60	1_8	
0	83	49	30	1	1	0	0.0	0.0	2.0408163265306123	from 0 to 25%	3148.5	3148	3147	16	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	1441.0	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	286.5	286	285	0	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	398.5	398	397	1	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	636.5	636	635	2	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	4	4	0	0.0	0.0	100.0	from 75% to 100%	835.5	835	834	3	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.0625	4	False	1e-60	60	1_8	
2	11	4	30	4	4	0	0.0	0.0	100.0	from 75% to 100%	1237.5	1237	1236	4	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	0.0625	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	1307.5	1307	1306	5	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	1886.5	1886	1885	6	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	2575.5	2575	2574	7	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	2642.5	2642	2641	8	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	2989.5	2989	2988	9	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
2	11	4	30	3	3	0	0.0	0.0	75.0	from 50% to 75%	3582.5	3582	3581	10	Number of valid cleavage_site groups >= minimum number of cleavage site/cds annotated	3.4444444444444446	4	False	1e-60	60	1_8	
